sale_date,order_id,sku_id,quantity,unit_price,discount_pct,revenue,customer_id,region,channel,payment_method,shipping_days,order_status,sales_rep,warehouse
18/01/2026,ORD101362,SKU0075,1,24.39,20,19.51,CUST02335,Tanta,Wholesale,BNPL,4.0,Completed,Sara,WH-01
21/07/2026,ORD100147,SKU0099,1,316.47,25,237.35,CUST01174,Cairo,Marketplace,Card,,Completed,Sara,WH-02
06/28/2026,ORD101382,SKU0040,3,105.99,35,206.68,CUST02056,Aswan,Online,BNPL,6.0,Completed,Omar,WH-01
01/03/2026,ORD100947,SKU0156,1,123.1,0,123.1,CUST01088,Aswan,Online,BNPL,3.0,Completed,,WH-03
2026-02-02,ORD102499,SKU0058,2,299.8,35,389.74,CUST02136,Alexandria,Wholesale,Cash,10.0,Completed,Mona,WH-05
05/01/2026,ORD100922,SKU0165,2,120.87,0,241.74,CUST01867,Alexandria,Store,,7.0,Completed,Mona,WH-04
19/03/2026,ORD100327,SKU0130,2,153.97,10,-277.15,CUST02846,Giza,Online,,3.0,Returned,Ali,WH-05
2026-05-14,ORD104929,SKU0083,4,51.1,45,112.42,CUST00273,Cairo,Wholesale,Wallet,9.0,Completed,Ali,WH-03
2026-01-27,ORD103457,SKU0152,1,208.8,35,135.72,CUST01190,Giza,Wholesale,Card,3.0,Completed,Sara,WH-04
19/01/2026,ORD102310,SKU0101,5,170.84,20,683.36,CUST02283,Giza,Online,Wallet,9.0,Completed,Sara,WH-05
2026-05-13,ORD102476,SKU0162,1,196.08,10,176.47,CUST01163,Luxor,Store,,1.0,Completed,Youssef,WH-03
23/01/2026,ORD100631,SKU0146,3,13.9,20,33.36,CUST01858,Mansoura,Wholesale,Cash,10.0,Completed,Sara,WH-01
01/07/2026,ORD103393,SKU0094,2,290.56,5,552.06,CUST01900,Mansoura,Store,Cash,,Completed,Omar,WH-02
06/30/2026,ORD104081,SKU0146,6,13.07,10,70.58,CUST01125,Tanta,Wholesale,Card,7.0,Completed,,WH-01
03/01/2026,ORD102019,SKU0135,2,124.94,25,187.41,CUST00167,Alexandria,Marketplace,Wallet,1.0,Completed,Youssef,WH-02
20/03/2026,ORD104298,SKU0114,1,320.3,20,256.24,CUST02524,Mansoura,Store,Cash,8.0,Completed,,WH-04
06/26/2026,ORD101736,SKU0169,1,356.92,45,196.31,CUST02234,Aswan,Wholesale,BNPL,,Cancelled,Ali,WH-04
26/06/2026,ORD104696,SKU0094,4,320.69,20,1026.21,CUST00135,Tanta,Online,Cash,2.0,Completed,Youssef,WH-03
15/02/2026,ORD101020,SKU0095,1,168.36,20,134.69,CUST00369,Giza,Store,Card,3.0,Completed,,WH-03
2026-06-12,ORD101151,SKU0119,2,68.95,0,137.9,CUST00839,Alexandria,Wholesale,Wallet,5.0,Completed,,WH-05
02/03/2026,ORD104057,SKU0169,2,338.89,30,474.45,CUST00064,Aswan,Store,,7.0,Completed,,WH-01
2026-02-18,ORD101241,SKU0170,1,136.46,45,75.05,CUST01296,Luxor,Marketplace,,1.0,Completed,Mona,WH-04
2026-06-27,ORD100286,SKU0188,3,28.3,15,72.17,CUST02222,Aswan,Marketplace,,8.0,Completed,Sara,WH-01
2026-05-03,ORD102543,SKU0167,3,10.26,15,26.16,CUST02440,Luxor,Marketplace,,6.0,Completed,Ali,WH-04
2026-05-18,ORD101328,SKU0108,2,196.71,25,295.06,CUST01355,Alexandria,Online,Card,2.0,Completed,,WH-04
17/03/2026,ORD103137,SKU0067,4,49.65,20,158.88,CUST02955,Tanta,Marketplace,BNPL,1.0,Completed,Youssef,WH-05
04/03/2026,ORD103807,SKU0022,1,28.15,10,25.34,CUST01178,Luxor,Store,BNPL,6.0,Completed,Sara,WH-04
02/14/2026,ORD102377,SKU0089,1,219.86,10,197.87,CUST00571,Alexandria,Marketplace,BNPL,7.0,Completed,Youssef,WH-01
28/03/2026,ORD104649,SKU0036,3,220.26,45,363.43,CUST01237,Tanta,Marketplace,BNPL,,Completed,,WH-02
04/03/2026,ORD104775,SKU0161,5,234.89,25,880.84,CUST01413,Mansoura,Wholesale,Cash,5.0,Completed,,WH-01
06/26/2026,ORD103187,SKU0106,2,231.36,30,323.9,CUST01425,Giza,Wholesale,Cash,6.0,Completed,Ali,WH-02
01/24/2026,ORD101910,SKU0054,2,176.14,15,299.44,CUST00492,Tanta,Marketplace,Cash,9.0,Completed,Mona,WH-01
2026-06-08,ORD100388,SKU0051,2,21.9,5,41.61,CUST00023,Giza,Store,Wallet,9.0,Completed,,WH-01
01/02/2026,ORD104779,SKU0068,4,300.89,35,782.31,CUST01461,Tanta,Store,Cash,3.0,Completed,Youssef,WH-03
2026-06-06,ORD104773,SKU0046,6,62.23,35,242.7,CUST01969,Mansoura,Online,Cash,9.0,Completed,,WH-04
2026-03-29,ORD104361,SKU0064,3,357.22,5,1018.08,CUST02626,Aswan,Wholesale,Cash,6.0,Completed,Omar,WH-04
2026-01-26,ORD102636,SKU0103,2,140.47,0,280.94,CUST00616,Luxor,Store,BNPL,7.0,Completed,Sara,WH-05
03/22/2026,ORD104843,SKU0151,6,30.15,20,144.72,CUST01179,Cairo,Online,BNPL,8.0,Completed,Ali,WH-02
2025-12-30,ORD103351,SKU0084,2,97.9,35,127.27,CUST00445,Cairo,Marketplace,Card,4.0,Completed,Omar,WH-04
26/01/2026,ORD102931,SKU0161,3,217.75,5,620.59,CUST01950,Luxor,Online,Wallet,4.0,Completed,Ali,WH-04
2025-12-26,ORD102520,SKU0101,1,157.91,20,-126.33,CUST02530,Tanta,Wholesale,BNPL,1.0,Returned,,WH-01
04/08/2026,ORD102459,SKU0072,1,161.95,45,89.07,CUST01327,Aswan,Marketplace,BNPL,8.0,Completed,Youssef,WH-01
27/03/2026,ORD103966,SKU0018,1,428.99,30,300.29,CUST02270,Giza,Store,BNPL,10.0,Completed,Mona,WH-05
02/22/2026,ORD103248,SKU0196,2,361.76,15,614.99,CUST00087,Giza,Wholesale,Card,6.0,Completed,Omar,WH-03
23/06/2026,ORD100759,SKU0041,2,361.58,25,542.37,CUST02183,Aswan,Online,,10.0,Completed,Mona,WH-04
2026-07-18,ORD100063,SKU0171,3,184.08,10,497.02,CUST01095,Luxor,Store,Cash,10.0,Completed,Sara,WH-04
2026-07-14,ORD101286,SKU0041,5,350.24,15,1488.52,CUST00985,Aswan,Marketplace,,10.0,Completed,Ali,WH-03
12/29/2025,ORD100277,SKU0070,1,187.69,20,150.15,CUST02719,Luxor,Store,,8.0,Completed,Ali,WH-05
2026-01-03,ORD102540,SKU0069,4,200.57,30,561.6,CUST02537,Mansoura,Wholesale,BNPL,,Completed,Youssef,WH-04
17/03/2026,ORD103131,SKU0160,5,55.84,35,181.48,CUST00117,Mansoura,Online,BNPL,1.0,Cancelled,Ali,WH-04
20/01/2026,ORD103896,SKU0077,1,63.95,5,60.75,CUST00770,Giza,Online,BNPL,2.0,Completed,Youssef,WH-04
2026-04-02,ORD103233,SKU0163,2,415.69,15,706.67,CUST01361,Cairo,Marketplace,,8.0,Completed,Sara,WH-03
06/14/2026,ORD103078,SKU0135,2,116.31,25,174.46,CUST02095,Tanta,Marketplace,Card,,Completed,Ali,WH-05
04/05/2026,ORD100285,SKU0042,1,82.45,20,65.96,CUST01441,Mansoura,Marketplace,Card,3.0,Completed,Omar,WH-03
15/06/2026,ORD104823,SKU0083,6,48.25,25,217.12,CUST01017,Giza,Store,,2.0,Completed,Omar,WH-05
09/06/2026,ORD101798,SKU0031,1,116.27,20,93.02,CUST00930,Alexandria,Store,Cash,,Completed,Mona,WH-01
25/02/2026,ORD100848,SKU0052,1,117.12,5,111.26,CUST01752,Tanta,Online,Card,3.0,Completed,Youssef,WH-04
27/04/2026,ORD104987,SKU0010,1,143.37,25,107.53,CUST02134,Mansoura,Wholesale,Cash,10.0,Completed,,WH-01
07/08/2026,ORD103362,SKU0006,2,21.2,45,23.32,CUST01334,Aswan,Wholesale,Card,1.0,Completed,Sara,WH-02
2026-06-01,ORD101521,SKU0140,1,296.42,10,266.78,CUST00510,Alexandria,Store,BNPL,1.0,Completed,Omar,WH-05
07/02/2026,ORD103104,SKU0089,1,242.79,10,218.51,CUST00082,Luxor,Online,Card,5.0,Completed,Sara,WH-01
24/02/2026,ORD100199,SKU0005,2,255.3,0,510.6,CUST00998,Luxor,Online,Card,3.0,Completed,Sara,WH-03
07/03/2026,ORD103790,SKU0184,4,441.71,25,1325.13,CUST01227,Giza,Store,Card,3.0,Completed,Sara,WH-04
03/19/2026,ORD100378,SKU0074,1,226.57,15,-192.58,CUST02123,Mansoura,Online,Wallet,1.0,Returned,Ali,WH-05
02/13/2026,ORD103319,SKU0167,1,10.06,10,9.05,CUST02033,Luxor,Marketplace,,4.0,Completed,Sara,WH-05
2026-04-15,ORD100283,SKU0169,4,343.46,20,-1099.07,CUST02866,Giza,Wholesale,BNPL,2.0,Returned,,WH-03
17/02/2026,ORD100540,SKU0195,1,325.47,35,211.56,CUST02855,Tanta,Wholesale,Wallet,4.0,Completed,Sara,WH-03
24/01/2026,ORD100683,SKU0130,3,162.83,20,390.79,CUST00004,Giza,Wholesale,Wallet,9.0,Completed,Mona,WH-02
03/29/2026,ORD100136,SKU0095,5,156.35,35,508.14,CUST02076,Mansoura,Store,Cash,5.0,Completed,Ali,WH-04
23/07/2026,ORD100549,SKU0112,2,39.73,30,55.62,CUST00143,Cairo,Online,Wallet,4.0,Completed,Sara,WH-05
05/19/2026,ORD100491,SKU0114,3,315.34,45,520.31,CUST00681,Tanta,Online,,9.0,Completed,Omar,WH-04
03/19/2026,ORD102505,SKU0159,3,119.03,30,249.96,CUST02397,Giza,Marketplace,BNPL,1.0,Completed,Omar,WH-02
04/07/2026,ORD102799,SKU0142,2,105.22,30,147.31,CUST01626,Luxor,Store,BNPL,5.0,Completed,Youssef,WH-02
2026-05-02,ORD104222,SKU0132,3,61.86,45,102.07,CUST00673,Tanta,Marketplace,Wallet,8.0,Completed,Youssef,WH-03
17/04/2026,ORD104794,SKU0140,1,329.95,5,313.45,CUST01861,Cairo,Online,Card,,Completed,Omar,WH-03
2026-01-11,ORD104496,SKU0100,6,390.77,25,1758.46,CUST02993,Tanta,Online,Wallet,,Completed,Youssef,WH-02
05/19/2026,ORD103319,SKU0071,1,311.97,20,249.58,CUST00116,Aswan,Online,,1.0,Completed,Mona,WH-01
19/03/2026,ORD100765,SKU0017,1,43.27,45,23.8,CUST02447,Tanta,Wholesale,,9.0,Completed,,WH-03
2026-03-19,ORD101182,SKU0058,1,304.07,20,243.26,CUST02505,Tanta,Store,Wallet,9.0,Completed,Sara,WH-05
22/02/2026,ORD101409,SKU0032,1,266.42,45,146.53,CUST01397,Giza,Marketplace,Cash,9.0,Completed,Omar,WH-05
21/04/2026,ORD100295,SKU0168,2,16.86,10,-30.35,CUST02627,Alexandria,Wholesale,BNPL,2.0,Returned,Sara,WH-05
2026-06-20,ORD102626,SKU0128,3,66.19,30,139.0,CUST00445,Luxor,Marketplace,BNPL,4.0,Completed,Ali,WH-01
2026-07-02,ORD102092,SKU0102,3,89.93,20,215.83,CUST00336,Tanta,Store,Card,5.0,Completed,,WH-03
07/15/2026,ORD104520,SKU0031,3,118.02,20,283.25,CUST02287,Cairo,Online,Cash,8.0,Completed,Ali,WH-05
2026-03-24,ORD103397,SKU0111,2,265.4,45,291.94,CUST01552,Mansoura,Wholesale,BNPL,1.0,Completed,Youssef,WH-04
02/02/2026,ORD102013,SKU0085,1,27.08,45,14.89,CUST00270,Mansoura,Wholesale,BNPL,7.0,Completed,Omar,WH-04
2026-04-29,ORD100935,SKU0199,2,272.63,30,381.68,CUST02099,Tanta,Marketplace,Cash,,Completed,Ali,WH-01
04/21/2026,ORD103982,SKU0066,3,134.25,0,402.75,CUST00768,Tanta,Store,,7.0,Cancelled,,WH-04
30/06/2026,ORD103583,SKU0173,1,154.54,5,146.81,CUST02925,Mansoura,Store,Wallet,3.0,Completed,Mona,WH-02
2026-06-19,ORD101912,SKU0166,4,165.96,5,630.65,CUST00143,Mansoura,Marketplace,Wallet,1.0,Completed,Ali,WH-01
2026-01-15,ORD102101,SKU0181,4,157.36,25,472.08,CUST00136,Aswan,Wholesale,BNPL,1.0,Completed,Mona,WH-01
2026-02-03,ORD101732,SKU0029,4,33.83,30,94.72,CUST02001,Luxor,Store,Card,10.0,Completed,Mona,WH-02
11/03/2026,ORD101545,SKU0180,1,329.46,35,214.15,CUST02671,Aswan,Marketplace,Wallet,1.0,Completed,Ali,WH-04
2026-02-17,ORD103736,SKU0045,1,328.78,35,213.71,CUST01092,Cairo,Wholesale,BNPL,2.0,Completed,Omar,WH-02
04/11/2026,ORD101182,SKU0113,4,88.1,20,-281.92,CUST02373,Mansoura,Store,,,Returned,Sara,WH-03
09/01/2026,ORD104867,SKU0132,3,60.87,35,118.7,CUST01730,Mansoura,Wholesale,Cash,4.0,Completed,Mona,WH-03
01/11/2026,ORD100077,SKU0090,5,256.44,45,705.21,CUST01540,Cairo,Marketplace,Wallet,1.0,Completed,Sara,WH-04
2026-04-05,ORD102204,SKU0025,1,164.71,25,123.53,CUST02557,Tanta,Online,Card,2.0,Completed,,WH-04
01/06/2026,ORD104040,SKU0039,1,186.4,15,158.44,CUST01741,Cairo,Online,Card,7.0,Completed,Mona,WH-04
05/07/2026,ORD101078,SKU0145,1,122.37,35,79.54,CUST00403,Luxor,Marketplace,Wallet,8.0,Completed,Ali,WH-05
10/02/2026,ORD100195,SKU0014,2,73.9,25,110.85,CUST01405,Alexandria,Wholesale,BNPL,3.0,Cancelled,Omar,WH-03
03/07/2026,ORD102728,SKU0176,3,216.31,45,356.91,CUST01432,Mansoura,Marketplace,BNPL,1.0,Completed,Mona,WH-03
2026-01-08,ORD102284,SKU0170,1,137.66,0,137.66,CUST00819,Luxor,Wholesale,BNPL,4.0,Completed,Ali,WH-03
09/05/2026,ORD104560,SKU0157,3,24.65,5,70.25,CUST02259,Giza,Store,BNPL,1.0,Completed,Ali,WH-04
07/18/2026,ORD100171,SKU0032,1,256.01,45,140.81,CUST02518,Aswan,Online,Wallet,5.0,Completed,,WH-02
25/06/2026,ORD103231,SKU0100,3,396.17,15,1010.23,CUST00533,Mansoura,Online,,1.0,Completed,Ali,WH-04
2026-02-12,ORD103114,SKU0198,2,159.02,15,270.33,CUST02394,Luxor,Online,,4.0,Completed,Mona,WH-02
2026-04-03,ORD102226,SKU0157,5,23.94,35,77.81,CUST01465,Giza,Online,Cash,1.0,Completed,,WH-02
2026-02-24,ORD100427,SKU0135,3,119.77,45,197.62,CUST02955,Luxor,Store,Card,3.0,Completed,Sara,WH-04
04/01/2026,ORD103397,SKU0175,3,161.17,10,435.16,CUST02765,Tanta,Store,Card,3.0,Completed,Sara,WH-05
01/16/2026,ORD103325,SKU0153,6,343.92,10,1857.17,CUST01666,Tanta,Store,,4.0,Completed,Mona,WH-03
2026-06-17,ORD100654,SKU0014,4,74.68,25,224.04,CUST02263,Tanta,Store,BNPL,,Completed,Mona,WH-04
2026-01-21,ORD101129,SKU0044,1,282.89,30,-198.02,CUST00999,Alexandria,Wholesale,Card,,Returned,Mona,WH-03
01/08/2026,ORD103665,SKU0198,2,163.78,25,245.67,CUST02460,Aswan,Marketplace,,3.0,Completed,Sara,WH-02
31/05/2026,ORD100648,SKU0176,2,236.04,45,259.64,CUST01492,Luxor,Store,BNPL,8.0,Completed,Youssef,WH-02
02/05/2026,ORD101179,SKU0018,3,408.36,10,1102.57,CUST01212,Aswan,Store,Wallet,1.0,Completed,Omar,WH-02
2026-03-15,ORD101079,SKU0066,2,124.79,0,249.58,CUST02763,Luxor,Wholesale,Cash,2.0,Completed,Ali,WH-03
04/10/2026,ORD100280,SKU0098,3,113.04,45,-186.52,CUST00504,Mansoura,Wholesale,Card,6.0,Returned,Ali,WH-05
03/16/2026,ORD102041,SKU0186,1,31.99,25,23.99,CUST00297,Aswan,Wholesale,Card,5.0,Completed,Mona,WH-03
2026-04-06,ORD104242,SKU0073,1,76.19,25,57.14,CUST00316,Alexandria,Marketplace,Card,6.0,Completed,,WH-02
07/04/2026,ORD102291,SKU0135,2,115.81,45,127.39,CUST00267,Aswan,Online,Cash,5.0,Completed,Mona,WH-04
05/19/2026,ORD103487,SKU0140,1,297.7,10,267.93,CUST00785,Aswan,Online,Wallet,10.0,Completed,Ali,WH-03
2026-01-06,ORD103834,SKU0109,1,155.0,0,155.0,CUST02641,Tanta,Wholesale,Card,,Completed,Youssef,WH-05
02/09/2026,ORD104431,SKU0012,2,97.63,25,146.44,CUST00607,Cairo,Marketplace,Card,9.0,Completed,Omar,WH-05
2026-02-09,ORD103297,SKU0072,2,148.32,5,281.81,CUST01458,Cairo,Wholesale,Wallet,8.0,Completed,,WH-01
2026-05-10,ORD102011,SKU0164,4,208.95,45,459.69,CUST02031,Alexandria,Marketplace,Card,8.0,Cancelled,Omar,WH-02
08/04/2026,ORD101811,SKU0095,4,172.5,0,690.0,CUST00844,Giza,Marketplace,,7.0,Completed,Mona,WH-05
07/18/2026,ORD100352,SKU0064,1,379.91,30,265.94,CUST02995,Tanta,Wholesale,Cash,2.0,Completed,,WH-05
06/30/2026,ORD101232,SKU0125,2,438.14,25,657.21,CUST01423,Mansoura,Wholesale,,,Completed,Sara,WH-03
01/26/2026,ORD100904,SKU0102,3,85.24,25,191.79,CUST02985,Tanta,Online,Cash,5.0,Completed,,WH-01
13/01/2026,ORD100248,SKU0145,1,112.78,30,78.95,CUST02983,Giza,Store,BNPL,1.0,Completed,Youssef,WH-04
04/05/2026,ORD101804,SKU0005,2,264.28,45,290.71,CUST01058,Tanta,Wholesale,Card,6.0,Completed,Omar,WH-04
05/28/2026,ORD103624,SKU0096,5,49.25,35,160.06,CUST01101,Mansoura,Store,Cash,6.0,Completed,Omar,WH-04
16/04/2026,ORD100823,SKU0085,1,26.0,0,26.0,CUST02411,Cairo,Marketplace,BNPL,8.0,Completed,Ali,WH-01
04/08/2026,ORD102612,SKU0121,2,412.13,10,741.83,CUST01045,Alexandria,Online,Card,1.0,Completed,Omar,WH-05
04/26/2026,ORD104660,SKU0070,1,188.53,30,131.97,CUST00781,Luxor,Store,Card,3.0,Completed,Youssef,WH-02
2026-01-07,ORD103831,SKU0058,4,291.34,15,990.56,CUST01301,Tanta,Store,BNPL,7.0,Completed,Ali,WH-01
13/03/2026,ORD104330,SKU0060,6,348.47,25,1568.12,CUST00040,Cairo,Store,Wallet,10.0,Completed,Sara,WH-02
07/07/2026,ORD101293,SKU0078,1,273.57,35,177.82,CUST00860,Aswan,Wholesale,Wallet,1.0,Completed,Sara,WH-05
11/07/2026,ORD100004,SKU0078,4,314.57,5,1195.37,CUST00889,Alexandria,Store,,9.0,Cancelled,Ali,WH-01
15/01/2026,ORD102577,SKU0044,6,275.49,5,1570.29,CUST01796,Aswan,Online,Card,1.0,Completed,Sara,WH-04
06/21/2026,ORD104045,SKU0040,4,108.15,30,302.82,CUST02130,Mansoura,Store,Wallet,5.0,Completed,Omar,WH-02
2026-01-13,ORD103657,SKU0140,2,327.73,25,491.6,CUST02553,Tanta,Online,BNPL,,Completed,Omar,WH-02
2026-01-18,ORD101470,SKU0100,2,358.04,30,501.26,CUST01170,Aswan,Store,Card,7.0,Completed,Omar,WH-01
03/12/2026,ORD102099,SKU0174,1,172.24,30,120.57,CUST01018,Tanta,Wholesale,Card,2.0,Completed,Omar,WH-05
2026-02-19,ORD102433,SKU0077,2,58.81,45,64.69,CUST01877,Luxor,Store,BNPL,2.0,Completed,Sara,WH-05
2026-04-07,ORD100368,SKU0101,3,173.67,0,521.01,CUST02309,Mansoura,Online,BNPL,5.0,Completed,Sara,WH-03
2026-05-15,ORD100135,SKU0036,1,206.52,20,165.22,CUST01798,Luxor,Online,Wallet,7.0,Completed,,WH-01
05/07/2026,ORD103887,SKU0038,1,286.03,15,243.13,CUST01657,Alexandria,Online,BNPL,6.0,Cancelled,Sara,WH-02
02/08/2026,ORD100256,SKU0130,2,160.62,0,321.24,CUST00413,Mansoura,Wholesale,Wallet,,Completed,Mona,WH-04
03/01/2026,ORD104971,SKU0081,4,159.53,5,606.21,CUST01596,Aswan,Online,Cash,,Completed,,WH-04
06/16/2026,ORD104730,SKU0073,6,79.29,30,333.02,CUST01536,Luxor,Wholesale,Cash,6.0,Completed,Sara,WH-02
2026-03-17,ORD104692,SKU0059,2,217.41,45,239.15,CUST01269,Aswan,Online,Wallet,,Completed,Sara,WH-01
20/05/2026,ORD102005,SKU0004,6,38.69,20,185.71,CUST01025,Mansoura,Wholesale,Card,4.0,Completed,Omar,WH-04
2026-07-20,ORD103822,SKU0030,4,23.49,35,61.07,CUST01775,Alexandria,Wholesale,,1.0,Completed,Ali,WH-02
2026-03-19,ORD100214,SKU0057,1,431.84,15,367.06,CUST02555,Alexandria,Wholesale,Card,,Completed,Youssef,WH-03
06/23/2026,ORD101676,SKU0137,1,384.01,0,384.01,CUST01596,Mansoura,Store,,3.0,Completed,Sara,WH-03
17/03/2026,ORD100060,SKU0057,1,422.45,25,316.84,CUST01198,Mansoura,Marketplace,,1.0,Completed,Ali,WH-01
07/21/2026,ORD102483,SKU0024,1,124.25,30,86.98,CUST00285,Alexandria,Online,BNPL,7.0,Completed,Youssef,WH-01
22/04/2026,ORD103903,SKU0155,1,253.23,5,240.57,CUST01393,Luxor,Store,,8.0,Completed,Sara,WH-01
2026-04-07,ORD103385,SKU0058,1,281.7,20,225.36,CUST00067,Aswan,Wholesale,Card,10.0,Completed,Mona,WH-04
2026-04-23,ORD104430,SKU0024,2,125.14,30,175.2,CUST01221,Aswan,Marketplace,Wallet,5.0,Completed,,WH-05
2026-06-28,ORD101648,SKU0181,2,156.81,35,203.85,CUST00966,Alexandria,Marketplace,BNPL,9.0,Completed,,WH-05
03/05/2026,ORD103982,SKU0184,1,437.9,10,394.11,CUST01279,Aswan,Store,,4.0,Completed,Omar,WH-01
07/07/2026,ORD103751,SKU0157,6,26.06,15,132.91,CUST01232,Cairo,Wholesale,BNPL,4.0,Cancelled,Youssef,WH-02
15/04/2026,ORD102583,SKU0034,1,74.25,25,55.69,CUST02307,Cairo,Wholesale,,3.0,Completed,Sara,WH-04
04/21/2026,ORD104083,SKU0029,2,31.16,0,62.32,CUST02484,Aswan,Store,BNPL,2.0,Completed,Omar,WH-05
2026-02-14,ORD104688,SKU0196,2,332.89,25,499.34,CUST01532,Aswan,Marketplace,BNPL,9.0,Completed,Omar,WH-01
12/30/2025,ORD103973,SKU0044,1,274.65,0,274.65,CUST02535,Cairo,Online,BNPL,10.0,Completed,Omar,WH-03
01/18/2026,ORD102248,SKU0135,2,122.53,35,159.29,CUST02642,Mansoura,Wholesale,,3.0,Completed,Mona,WH-05
2026-03-07,ORD103158,SKU0126,1,100.33,10,90.3,CUST01897,Cairo,Wholesale,BNPL,9.0,Completed,Mona,WH-03
06/01/2026,ORD103565,SKU0183,3,330.75,20,793.8,CUST02495,Alexandria,Store,Card,2.0,Completed,Mona,WH-02
2026-05-19,ORD103831,SKU0113,1,81.72,0,81.72,CUST00121,Alexandria,Wholesale,Wallet,6.0,Completed,,WH-04
06/11/2026,ORD103994,SKU0035,3,50.97,0,152.91,CUST01570,Giza,Wholesale,Wallet,6.0,Completed,Omar,WH-04
03/29/2026,ORD104135,SKU0036,2,223.43,15,379.83,CUST00078,Luxor,Store,BNPL,4.0,Completed,Mona,WH-05
2026-05-31,ORD103154,SKU0018,1,440.94,15,374.8,CUST02046,Mansoura,Wholesale,BNPL,2.0,Completed,,WH-02
2026-01-09,ORD104691,SKU0166,1,150.73,5,143.19,CUST00690,Cairo,Store,BNPL,10.0,Completed,Youssef,WH-01
