sale_date,order_id,sku_id,quantity,unit_price,discount_pct,revenue,customer_id,region,channel,payment_method,shipping_days,order_status,sales_rep,warehouse
2026-06-25,ORD103231,SKU0100,3,396.17,15,1010.23,CUST00533,MANSOURA,ONLINE,UNKNOWN,1.0,COMPLETED,ALI,WH-04
2026-02-12,ORD103114,SKU0198,2,159.02,15,270.33,CUST02394,LUXOR,ONLINE,UNKNOWN,4.0,COMPLETED,MONA,WH-02
2026-04-03,ORD102226,SKU0157,5,23.94,35,77.81,CUST01465,GIZA,ONLINE,CASH,1.0,COMPLETED,UNKNOWN,WH-02
2026-02-24,ORD100427,SKU0135,3,119.77,45,197.62,CUST02955,LUXOR,STORE,CARD,3.0,COMPLETED,SARA,WH-04
2026-01-16,ORD103325,SKU0153,6,343.92,10,1857.17,CUST01666,TANTA,STORE,UNKNOWN,4.0,COMPLETED,MONA,WH-03
2026-06-17,ORD100654,SKU0014,4,74.68,25,224.04,CUST02263,TANTA,STORE,BNPL,0.0,COMPLETED,MONA,WH-04
2026-01-21,ORD101129,SKU0044,1,282.89,30,198.02,CUST00999,ALEXANDRIA,WHOLESALE,CARD,0.0,RETURNED,MONA,WH-03
2026-01-08,ORD103665,SKU0198,2,163.78,25,245.67,CUST02460,ASWAN,MARKETPLACE,UNKNOWN,3.0,COMPLETED,SARA,WH-02
2026-05-31,ORD100648,SKU0176,2,236.04,45,259.64,CUST01492,LUXOR,STORE,BNPL,8.0,COMPLETED,YOUSSEF,WH-02
2026-02-05,ORD101179,SKU0018,3,408.36,10,1102.57,CUST01212,ASWAN,STORE,WALLET,1.0,COMPLETED,OMAR,WH-02
2026-03-15,ORD101079,SKU0066,2,124.79,0,249.58,CUST02763,LUXOR,WHOLESALE,CASH,2.0,COMPLETED,ALI,WH-03
2026-04-10,ORD100280,SKU0098,3,113.04,45,186.52,CUST00504,MANSOURA,WHOLESALE,CARD,6.0,RETURNED,ALI,WH-05
2026-03-16,ORD102041,SKU0186,1,31.99,25,23.99,CUST00297,ASWAN,WHOLESALE,CARD,5.0,COMPLETED,MONA,WH-03
2026-04-06,ORD104242,SKU0073,1,76.19,25,57.14,CUST00316,ALEXANDRIA,MARKETPLACE,CARD,6.0,COMPLETED,UNKNOWN,WH-02
2026-07-04,ORD102291,SKU0135,2,115.81,45,127.39,CUST00267,ASWAN,ONLINE,CASH,5.0,COMPLETED,MONA,WH-04
2026-05-19,ORD103487,SKU0140,1,297.7,10,267.93,CUST00785,ASWAN,ONLINE,WALLET,10.0,COMPLETED,ALI,WH-03
2026-01-06,ORD103834,SKU0109,1,155.0,0,155.0,CUST02641,TANTA,WHOLESALE,CARD,0.0,COMPLETED,YOUSSEF,WH-05
2026-02-09,ORD104431,SKU0012,2,97.63,25,146.44,CUST00607,CAIRO,MARKETPLACE,CARD,9.0,COMPLETED,OMAR,WH-05
2026-02-09,ORD103297,SKU0072,2,148.32,5,281.81,CUST01458,CAIRO,WHOLESALE,WALLET,8.0,COMPLETED,UNKNOWN,WH-01
2026-05-10,ORD102011,SKU0164,4,208.95,45,459.69,CUST02031,ALEXANDRIA,MARKETPLACE,CARD,8.0,CANCELLED,OMAR,WH-02
2026-07-18,ORD100352,SKU0064,1,379.91,30,265.94,CUST02995,TANTA,WHOLESALE,CASH,2.0,COMPLETED,UNKNOWN,WH-05
2026-06-30,ORD101232,SKU0125,2,438.14,25,657.21,CUST01423,MANSOURA,WHOLESALE,UNKNOWN,0.0,COMPLETED,SARA,WH-03
2026-01-26,ORD100904,SKU0102,3,85.24,25,191.79,CUST02985,TANTA,ONLINE,CASH,5.0,COMPLETED,UNKNOWN,WH-01
2026-01-13,ORD100248,SKU0145,1,112.78,30,78.95,CUST02983,GIZA,STORE,BNPL,1.0,COMPLETED,YOUSSEF,WH-04
2026-04-05,ORD101804,SKU0005,2,264.28,45,290.71,CUST01058,TANTA,WHOLESALE,CARD,6.0,COMPLETED,OMAR,WH-04
2026-05-28,ORD103624,SKU0096,5,49.25,35,160.06,CUST01101,MANSOURA,STORE,CASH,6.0,COMPLETED,OMAR,WH-04
2026-04-16,ORD100823,SKU0085,1,26.0,0,26.0,CUST02411,CAIRO,MARKETPLACE,BNPL,8.0,COMPLETED,ALI,WH-01
2026-04-08,ORD102612,SKU0121,2,412.13,10,741.83,CUST01045,ALEXANDRIA,ONLINE,CARD,1.0,COMPLETED,OMAR,WH-05
2026-04-26,ORD104660,SKU0070,1,188.53,30,131.97,CUST00781,LUXOR,STORE,CARD,3.0,COMPLETED,YOUSSEF,WH-02
2026-01-07,ORD103831,SKU0058,4,291.34,15,990.56,CUST01301,TANTA,STORE,BNPL,7.0,COMPLETED,ALI,WH-01
2026-03-13,ORD104330,SKU0060,6,348.47,25,1568.12,CUST00040,CAIRO,STORE,WALLET,10.0,COMPLETED,SARA,WH-02
2026-07-07,ORD101293,SKU0078,1,273.57,35,177.82,CUST00860,ASWAN,WHOLESALE,WALLET,1.0,COMPLETED,SARA,WH-05
2026-01-15,ORD102577,SKU0044,6,275.49,5,1570.29,CUST01796,ASWAN,ONLINE,CARD,1.0,COMPLETED,SARA,WH-04
2026-06-21,ORD104045,SKU0040,4,108.15,30,302.82,CUST02130,MANSOURA,STORE,WALLET,5.0,COMPLETED,OMAR,WH-02
2026-01-13,ORD103657,SKU0140,2,327.73,25,491.6,CUST02553,TANTA,ONLINE,BNPL,0.0,COMPLETED,OMAR,WH-02
2026-01-18,ORD101470,SKU0100,2,358.04,30,501.26,CUST01170,ASWAN,STORE,CARD,7.0,COMPLETED,OMAR,WH-01
2026-03-12,ORD102099,SKU0174,1,172.24,30,120.57,CUST01018,TANTA,WHOLESALE,CARD,2.0,COMPLETED,OMAR,WH-05
2026-02-19,ORD102433,SKU0077,2,58.81,45,64.69,CUST01877,LUXOR,STORE,BNPL,2.0,COMPLETED,SARA,WH-05
2026-04-07,ORD100368,SKU0101,3,173.67,0,521.01,CUST02309,MANSOURA,ONLINE,BNPL,5.0,COMPLETED,SARA,WH-03
2026-05-15,ORD100135,SKU0036,1,206.52,20,165.22,CUST01798,LUXOR,ONLINE,WALLET,7.0,COMPLETED,UNKNOWN,WH-01
2026-05-07,ORD103887,SKU0038,1,286.03,15,243.13,CUST01657,ALEXANDRIA,ONLINE,BNPL,6.0,CANCELLED,SARA,WH-02
2026-02-08,ORD100256,SKU0130,2,160.62,0,321.24,CUST00413,MANSOURA,WHOLESALE,WALLET,0.0,COMPLETED,MONA,WH-04
2026-03-01,ORD104971,SKU0081,4,159.53,5,606.21,CUST01596,ASWAN,ONLINE,CASH,0.0,COMPLETED,UNKNOWN,WH-04
2026-06-16,ORD104730,SKU0073,6,79.29,30,333.02,CUST01536,LUXOR,WHOLESALE,CASH,6.0,COMPLETED,SARA,WH-02
2026-03-17,ORD104692,SKU0059,2,217.41,45,239.15,CUST01269,ASWAN,ONLINE,WALLET,0.0,COMPLETED,SARA,WH-01
2026-05-20,ORD102005,SKU0004,6,38.69,20,185.71,CUST01025,MANSOURA,WHOLESALE,CARD,4.0,COMPLETED,OMAR,WH-04
2026-07-20,ORD103822,SKU0030,4,23.49,35,61.07,CUST01775,ALEXANDRIA,WHOLESALE,UNKNOWN,1.0,COMPLETED,ALI,WH-02
2026-03-19,ORD100214,SKU0057,1,431.84,15,367.06,CUST02555,ALEXANDRIA,WHOLESALE,CARD,0.0,COMPLETED,YOUSSEF,WH-03
2026-06-23,ORD101676,SKU0137,1,384.01,0,384.01,CUST01596,MANSOURA,STORE,UNKNOWN,3.0,COMPLETED,SARA,WH-03
2026-03-17,ORD100060,SKU0057,1,422.45,25,316.84,CUST01198,MANSOURA,MARKETPLACE,UNKNOWN,1.0,COMPLETED,ALI,WH-01
2026-07-21,ORD102483,SKU0024,1,124.25,30,86.98,CUST00285,ALEXANDRIA,ONLINE,BNPL,7.0,COMPLETED,YOUSSEF,WH-01
2026-04-22,ORD103903,SKU0155,1,253.23,5,240.57,CUST01393,LUXOR,STORE,UNKNOWN,8.0,COMPLETED,SARA,WH-01
2026-04-07,ORD103385,SKU0058,1,281.7,20,225.36,CUST00067,ASWAN,WHOLESALE,CARD,10.0,COMPLETED,MONA,WH-04
2026-04-23,ORD104430,SKU0024,2,125.14,30,175.2,CUST01221,ASWAN,MARKETPLACE,WALLET,5.0,COMPLETED,UNKNOWN,WH-05
2026-06-28,ORD101648,SKU0181,2,156.81,35,203.85,CUST00966,ALEXANDRIA,MARKETPLACE,BNPL,9.0,COMPLETED,UNKNOWN,WH-05
