sku_id,date,Total_stock,lead_time_days,reorder_point,Forecast_demand,Coverage,Lead_Time_Points,Coverage_Rating,Total_Points,Stockout_Risk,Excess_Ratio,Overstock_Points,overstock_risk,Action
SKU0020,2025-12-29,186.0,14,72,53.369411739072454,3.4851424053420272,2,1,3,0.3333333333333333,1.5833333333333333,3,0.6,Overstock
SKU0021,2025-12-29,427.0,7,197,74.52916546203942,5.72930070198475,1,1,2,0.2222222222222222,1.16751269035533,3,0.6,Overstock
SKU0022,2025-12-29,0.0,14,49,67.79772137491217,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0023,2025-12-29,0.0,21,247,116.54287196771602,0.0,3,4,7,0.7777777777777778,-1.0,1,0.2,Monitor
SKU0024,2025-12-29,775.0,14,362,77.6580667385704,9.979645805618299,2,1,3,0.3333333333333333,1.1408839779005524,3,0.6,Overstock
SKU0025,2025-12-29,120.0,7,116,64.77270090914018,1.8526323329998209,1,2,3,0.3333333333333333,0.034482758620689655,1,0.2,Overstock
SKU0026,2025-12-29,385.0,10,143,64.34445849128213,5.983421246013947,2,1,3,0.3333333333333333,1.6923076923076923,3,0.6,Overstock
SKU0027,2025-12-29,0.0,14,124,87.25323557733121,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0028,2025-12-29,0.0,30,502,66.43485592809948,0.0,5,4,9,1.0,-1.0,1,0.2,Order ASAP
SKU0029,2025-12-29,417.0,10,196,73.1365753943825,5.7016615523951515,2,1,3,0.3333333333333333,1.1275510204081634,3,0.6,Overstock
SKU0030,2025-12-29,0.0,10,271,80.15484080088248,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0031,2025-12-29,411.0,7,146,88.81049375938761,4.627831493804252,1,1,2,0.2222222222222222,1.8150684931506849,3,0.6,Overstock
SKU0032,2025-12-29,406.0,7,99,55.57989777536917,7.304799329442511,1,1,2,0.2222222222222222,3.101010101010101,4,0.8,Fine
SKU0033,2025-12-29,36.0,14,43,96.60816419928926,0.3726393136478299,2,4,6,0.6666666666666666,-0.16279069767441862,1,0.2,Monitor
SKU0034,2025-12-29,167.0,14,320,91.74356120222394,1.8202912314673891,2,2,4,0.4444444444444444,-0.478125,1,0.2,Fine
SKU0035,2025-12-29,123.0,10,119,103.17168032944204,1.1921876197735974,2,2,4,0.4444444444444444,0.03361344537815126,1,0.2,Fine
SKU0036,2025-12-29,79.0,10,54,88.44264826424634,0.8932342207117784,2,3,5,0.5555555555555556,0.46296296296296297,1,0.2,Fine
SKU0037,2025-12-29,34.0,14,199,85.65995876304264,0.39691823917464986,2,4,6,0.6666666666666666,-0.8291457286432161,1,0.2,Monitor
SKU0038,2025-12-29,513.0,7,135,96.54865978233902,5.3133829216947825,1,1,2,0.2222222222222222,2.8,4,0.8,Fine
SKU0039,2025-12-29,127.0,7,125,115.38417337262854,1.1006708830842737,1,2,3,0.3333333333333333,0.016,1,0.2,Overstock
SKU0040,2025-12-29,704.0,21,407,92.80449196063374,7.585839705890812,3,1,4,0.4444444444444444,0.7297297297297297,2,0.4,Fine
SKU0041,2025-12-29,69.0,21,245,196.22475279864776,0.3516375942172954,3,4,7,0.7777777777777778,-0.7183673469387755,1,0.2,Monitor
SKU0042,2025-12-29,541.0,14,236,48.95815845526511,11.050252237210513,2,1,3,0.3333333333333333,1.2923728813559323,3,0.6,Overstock
SKU0043,2025-12-29,34.0,7,13,48.299008086125525,0.7039482040577747,1,3,4,0.4444444444444444,1.6153846153846154,3,0.6,Fine
SKU0044,2025-12-29,423.0,14,245,57.07602723049497,7.411167534344378,2,1,3,0.3333333333333333,0.726530612244898,2,0.4,Overstock
SKU0045,2025-12-29,739.0,14,384,60.47469451029812,12.219987318400708,2,1,3,0.3333333333333333,0.9244791666666666,2,0.4,Overstock
SKU0046,2025-12-29,738.0,10,228,85.910673799673,8.590317912310553,2,1,3,0.3333333333333333,2.236842105263158,4,0.8,Fine
SKU0047,2025-12-29,0.0,7,199,117.38021235295999,0.0,1,4,5,0.5555555555555556,-1.0,1,0.2,Fine
SKU0048,2025-12-29,327.0,7,152,86.14161475221569,3.796074649176333,1,1,2,0.2222222222222222,1.1513157894736843,3,0.6,Overstock
SKU0049,2025-12-29,0.0,10,178,112.44312590935911,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0050,2025-12-29,565.0,14,287,110.73242485962234,5.102389843952768,2,1,3,0.3333333333333333,0.9686411149825784,2,0.4,Overstock
SKU0051,2025-12-29,277.0,14,323,100.358953808456,2.7600925427010647,2,1,3,0.3333333333333333,-0.14241486068111456,1,0.2,Overstock
SKU0052,2025-12-29,365.0,10,176,165.46229510257155,2.205940633022969,2,1,3,0.3333333333333333,1.0738636363636365,3,0.6,Overstock
SKU0053,2025-12-29,844.0,30,575,129.6638811945501,6.509137257226218,5,1,6,0.6666666666666666,0.4678260869565217,1,0.2,Monitor
SKU0054,2025-12-29,39.0,14,133,74.18523793521626,0.5257110590392327,2,3,5,0.5555555555555556,-0.706766917293233,1,0.2,Fine
SKU0055,2025-12-29,192.0,21,307,81.39445164958981,2.3588831438606737,3,1,4,0.4444444444444444,-0.3745928338762215,1,0.2,Fine
SKU0056,2025-12-29,141.0,7,49,77.29174706447783,1.8242568625389703,1,2,3,0.3333333333333333,1.8775510204081634,3,0.6,Overstock
SKU0057,2025-12-29,1167.0,21,690,57.177918328132314,20.409977035239844,3,1,4,0.4444444444444444,0.691304347826087,2,0.4,Fine
SKU0058,2025-12-29,80.0,14,129,185.92552420734714,0.4302798141409714,2,4,6,0.6666666666666666,-0.3798449612403101,1,0.2,Monitor
SKU0059,2025-12-29,798.0,21,303,60.63061808621212,13.161666913329249,3,1,4,0.4444444444444444,1.6336633663366336,3,0.6,Fine
SKU0060,2025-12-29,641.0,7,223,95.85940073454587,6.686876770438603,1,1,2,0.2222222222222222,1.8744394618834082,3,0.6,Overstock
SKU0061,2025-12-29,439.0,14,218,85.73346229085273,5.120521069249279,2,1,3,0.3333333333333333,1.0137614678899083,3,0.6,Overstock
SKU0062,2025-12-29,707.0,30,307,111.90556108471175,6.317827220979713,5,1,6,0.6666666666666666,1.3029315960912051,3,0.6,Monitor
SKU0063,2025-12-29,7.0,14,206,75.47253223394753,0.09274897492907229,2,4,6,0.6666666666666666,-0.9660194174757282,1,0.2,Monitor
SKU0064,2025-12-29,962.0,30,473,109.84427907314429,8.75785255379038,5,1,6,0.6666666666666666,1.0338266384778012,3,0.6,Monitor
SKU0065,2025-12-29,65.0,10,310,115.98258620464313,0.5604289585792824,2,3,5,0.5555555555555556,-0.7903225806451613,1,0.2,Fine
SKU0066,2025-12-29,70.0,10,192,102.05351977613572,0.6859146078797849,2,3,5,0.5555555555555556,-0.6354166666666666,1,0.2,Fine
SKU0067,2025-12-29,585.0,7,167,108.66852934003185,5.38334330604118,1,1,2,0.2222222222222222,2.502994011976048,4,0.8,Fine
SKU0068,2025-12-29,372.0,10,150,208.3356583471536,1.7855800728079367,2,2,4,0.4444444444444444,1.48,3,0.6,Fine
SKU0069,2025-12-29,384.0,14,260,172.51101309578226,2.225944843224554,2,1,3,0.3333333333333333,0.47692307692307695,1,0.2,Overstock
SKU0070,2025-12-29,314.0,14,118,183.77109157378058,1.7086474119022959,2,2,4,0.4444444444444444,1.6610169491525424,3,0.6,Fine
SKU0071,2025-12-29,412.0,7,184,80.83280862573153,5.096940301896772,1,1,2,0.2222222222222222,1.2391304347826086,3,0.6,Overstock
SKU0072,2025-12-29,775.0,10,347,49.77826708602906,15.569043387159498,2,1,3,0.3333333333333333,1.2334293948126802,3,0.6,Overstock
SKU0073,2025-12-29,52.0,10,250,109.31738053521164,0.4756791623199438,2,4,6,0.6666666666666666,-0.792,1,0.2,Monitor
SKU0074,2025-12-29,180.0,21,63,50.682080349224904,3.5515511352278732,3,1,4,0.4444444444444444,1.8571428571428572,3,0.6,Fine
SKU0075,2025-12-29,286.0,30,230,78.96769382513912,3.6217342326508817,5,1,6,0.6666666666666666,0.24347826086956523,1,0.2,Monitor
SKU0076,2025-12-29,96.0,7,95,114.30688570152303,0.8398444189151844,1,3,4,0.4444444444444444,0.010526315789473684,1,0.2,Fine
SKU0077,2025-12-29,993.0,21,400,107.59205118681288,9.22930633858673,3,1,4,0.4444444444444444,1.4825,3,0.6,Fine
SKU0078,2025-12-29,776.0,14,405,55.752429084933695,13.91867606015579,2,1,3,0.3333333333333333,0.9160493827160494,2,0.4,Overstock
SKU0079,2025-12-29,28.0,14,98,58.46623520941397,0.4789088933075609,2,4,6,0.6666666666666666,-0.7142857142857143,1,0.2,Monitor
SKU0080,2025-12-29,0.0,10,39,79.20807213325979,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0081,2025-12-29,662.0,10,323,95.75621963698602,6.913389046786276,2,1,3,0.3333333333333333,1.0495356037151702,3,0.6,Overstock
SKU0082,2025-12-29,0.0,21,216,73.56928675503266,0.0,3,4,7,0.7777777777777778,-1.0,1,0.2,Monitor
SKU0083,2025-12-29,226.0,7,106,111.92714085191695,2.01917067013268,1,1,2,0.2222222222222222,1.1320754716981132,3,0.6,Overstock
SKU0084,2025-12-29,0.0,14,210,56.49654268668228,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0085,2025-12-29,131.0,14,58,121.55343964596244,1.0777152862276187,2,2,4,0.4444444444444444,1.2586206896551724,3,0.6,Fine
SKU0086,2025-12-29,5.0,10,20,50.05670450896039,0.09988671945243571,2,4,6,0.6666666666666666,-0.75,1,0.2,Monitor
SKU0087,2025-12-29,16.0,21,293,178.24318349497744,0.08976500355454463,3,4,7,0.7777777777777778,-0.9453924914675768,1,0.2,Monitor
SKU0088,2025-12-29,136.0,14,76,64.51269325634627,2.1081122665208425,2,1,3,0.3333333333333333,0.7894736842105263,2,0.4,Overstock
SKU0089,2025-12-29,122.0,10,162,64.68918513902676,1.8859412085312823,2,2,4,0.4444444444444444,-0.24691358024691357,1,0.2,Fine
SKU0090,2025-12-29,177.0,7,174,77.19053769147615,2.2930271674936837,1,1,2,0.2222222222222222,0.017241379310344827,1,0.2,Overstock
SKU0091,2025-12-29,637.0,14,404,105.20884173018301,6.0546242076653645,2,1,3,0.3333333333333333,0.5767326732673267,2,0.4,Overstock
SKU0092,2025-12-29,67.0,7,59,60.26945950298147,1.1116741472799434,1,2,3,0.3333333333333333,0.13559322033898305,1,0.2,Overstock
SKU0093,2025-12-29,35.0,7,109,38.264963474866704,0.9146748571441548,1,3,4,0.4444444444444444,-0.6788990825688074,1,0.2,Fine
SKU0094,2025-12-29,20.0,10,94,78.40191116597227,0.25509582231562145,2,4,6,0.6666666666666666,-0.7872340425531915,1,0.2,Monitor
SKU0095,2025-12-29,694.0,10,336,65.62717664302777,10.574887348498034,2,1,3,0.3333333333333333,1.0654761904761905,3,0.6,Overstock
SKU0096,2025-12-29,345.0,10,151,63.259856675747486,5.453695568239658,2,1,3,0.3333333333333333,1.2847682119205297,3,0.6,Overstock
SKU0097,2025-12-29,67.0,10,87,64.09243031615686,1.0453652587286923,2,2,4,0.4444444444444444,-0.22988505747126436,1,0.2,Fine
SKU0098,2025-12-29,151.0,10,50,71.4345312105449,2.11382362900857,2,1,3,0.3333333333333333,2.02,4,0.8,Fine
SKU0099,2025-12-29,973.0,21,449,48.40904080338597,20.099551320420783,3,1,4,0.4444444444444444,1.1670378619153674,3,0.6,Fine
SKU0100,2025-12-29,768.0,30,461,59.02877809344363,13.010603044912129,5,1,6,0.6666666666666666,0.665943600867679,2,0.4,Monitor
SKU0101,2025-12-29,144.0,7,162,97.95938258962614,1.469997015020484,1,2,3,0.3333333333333333,-0.1111111111111111,1,0.2,Overstock
SKU0102,2025-12-29,26.0,21,42,80.07417826980833,0.3246989299396058,3,4,7,0.7777777777777778,-0.38095238095238093,1,0.2,Monitor
SKU0103,2025-12-29,783.0,21,299,69.88578081604156,11.203995875227747,3,1,4,0.4444444444444444,1.6187290969899666,3,0.6,Fine
SKU0104,2025-12-29,0.0,30,589,161.55062592876095,0.0,5,4,9,1.0,-1.0,1,0.2,Order ASAP
SKU0105,2025-12-29,0.0,14,499,80.71924304658832,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0106,2025-12-29,0.0,14,118,53.34928126436801,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0107,2025-12-29,414.0,14,196,138.2260820352398,2.9950932118183995,2,1,3,0.3333333333333333,1.1122448979591837,3,0.6,Overstock
SKU0108,2025-12-29,565.0,14,336,88.71332364360164,6.368829131798063,2,1,3,0.3333333333333333,0.6815476190476191,2,0.4,Overstock
SKU0109,2025-12-29,0.0,14,213,86.9515266193419,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0110,2025-12-29,181.0,7,119,84.31789734603818,2.146637970076285,1,1,2,0.2222222222222222,0.5210084033613446,2,0.4,Overstock
SKU0111,2025-12-29,36.0,10,16,88.7845645330734,0.40547588636974774,2,4,6,0.6666666666666666,1.25,3,0.6,Monitor
SKU0112,2025-12-29,113.0,14,83,54.11314051705517,2.0882173704995943,2,1,3,0.3333333333333333,0.3614457831325301,1,0.2,Overstock
SKU0113,2025-12-29,157.0,7,71,81.26892002330911,1.9318578363656134,1,2,3,0.3333333333333333,1.2112676056338028,3,0.6,Overstock
SKU0114,2025-12-29,911.0,21,527,97.11106967101878,9.381010868134563,3,1,4,0.4444444444444444,0.7286527514231499,2,0.4,Fine
SKU0115,2025-12-29,204.0,7,81,44.40419327983362,4.594160707174644,1,1,2,0.2222222222222222,1.5185185185185186,3,0.6,Overstock
SKU0116,2025-12-29,1042.0,14,470,77.45022975847728,13.45380127663144,2,1,3,0.3333333333333333,1.2170212765957447,3,0.6,Overstock
SKU0117,2025-12-29,245.0,14,119,62.10526919808594,3.944914870565456,2,1,3,0.3333333333333333,1.0588235294117647,3,0.6,Overstock
SKU0118,2025-12-29,184.0,7,161,82.09003875990224,2.2414412610787653,1,1,2,0.2222222222222222,0.14285714285714285,1,0.2,Overstock
SKU0119,2025-12-29,680.0,10,332,62.014240939225964,10.965223305182448,2,1,3,0.3333333333333333,1.0481927710843373,3,0.6,Overstock
SKU0120,2025-12-29,252.0,21,388,136.89562200500532,1.8408185470736684,3,2,5,0.5555555555555556,-0.35051546391752575,1,0.2,Fine
SKU0121,2025-12-29,508.0,21,280,61.230102464351404,8.296572756770432,3,1,4,0.4444444444444444,0.8142857142857143,2,0.4,Fine
SKU0122,2025-12-29,196.0,7,166,73.29934108150745,2.673966738419269,1,1,2,0.2222222222222222,0.18072289156626506,1,0.2,Overstock
SKU0123,2025-12-29,218.0,21,524,229.5939083626619,0.9495025436635349,3,3,6,0.6666666666666666,-0.583969465648855,1,0.2,Monitor
SKU0124,2025-12-29,115.0,14,301,131.75685874701958,0.8728198371881826,2,3,5,0.5555555555555556,-0.6179401993355482,1,0.2,Fine
SKU0125,2025-12-29,0.0,7,107,85.71412576276714,0.0,1,4,5,0.5555555555555556,-1.0,1,0.2,Fine
SKU0126,2025-12-29,897.0,30,614,85.1855755617591,10.529951744584736,5,1,6,0.6666666666666666,0.4609120521172638,1,0.2,Monitor
SKU0127,2025-12-29,155.0,21,284,97.65607908314304,1.587202777904232,3,2,5,0.5555555555555556,-0.45422535211267606,1,0.2,Fine
SKU0128,2025-12-29,1015.0,14,412,75.94914584481329,13.36420559717613,2,1,3,0.3333333333333333,1.4635922330097086,3,0.6,Overstock
SKU0129,2025-12-29,953.0,14,432,106.43852231488275,8.953525277067351,2,1,3,0.3333333333333333,1.2060185185185186,3,0.6,Overstock
SKU0130,2025-12-29,20.0,10,129,109.01891462737139,0.18345440392944987,2,4,6,0.6666666666666666,-0.8449612403100775,1,0.2,Monitor
SKU0131,2025-12-29,83.0,7,121,252.02180110587258,0.32933658769120644,1,4,5,0.5555555555555556,-0.3140495867768595,1,0.2,Fine
SKU0132,2025-12-29,353.0,7,94,89.06000297700706,3.963619898947626,1,1,2,0.2222222222222222,2.75531914893617,4,0.8,Fine
SKU0133,2025-12-29,46.0,10,25,91.70192094219371,0.5016252607074294,2,3,5,0.5555555555555556,0.84,2,0.4,Fine
SKU0134,2025-12-29,279.0,14,96,55.44754021970446,5.031783175493355,2,1,3,0.3333333333333333,1.90625,3,0.6,Overstock
SKU0135,2025-12-29,51.0,7,158,97.77155924440724,0.5216240836715235,1,3,4,0.4444444444444444,-0.6772151898734177,1,0.2,Fine
SKU0136,2025-12-29,20.0,7,19,203.68386828133058,0.09819137945856253,1,4,5,0.5555555555555556,0.05263157894736842,1,0.2,Fine
SKU0137,2025-12-29,0.0,30,109,54.24965535231468,0.0,5,4,9,1.0,-1.0,1,0.2,Order ASAP
SKU0138,2025-12-29,55.0,10,314,40.311303524324714,1.3643815801394714,2,2,4,0.4444444444444444,-0.8248407643312102,1,0.2,Fine
SKU0139,2025-12-29,488.0,10,258,90.1436775792139,5.413579888297426,2,1,3,0.3333333333333333,0.8914728682170543,2,0.4,Overstock
SKU0140,2025-12-29,43.0,7,79,164.52880614153648,0.2613524100029578,1,4,5,0.5555555555555556,-0.45569620253164556,1,0.2,Fine
SKU0141,2025-12-29,32.0,10,30,57.225164740842956,0.5591945457023882,2,3,5,0.5555555555555556,0.06666666666666667,1,0.2,Fine
SKU0142,2025-12-29,626.0,10,275,137.53588285414125,4.5515394747120785,2,1,3,0.3333333333333333,1.2763636363636364,3,0.6,Overstock
SKU0143,2025-12-29,980.0,10,319,60.4108942270508,16.222239590043603,2,1,3,0.3333333333333333,2.072100313479624,4,0.8,Fine
SKU0144,2025-12-29,152.0,14,71,77.58056367698705,1.9592536170897685,2,2,4,0.4444444444444444,1.1408450704225352,3,0.6,Fine
SKU0145,2025-12-29,96.0,10,91,98.26336470956237,0.9769663422756568,2,3,5,0.5555555555555556,0.054945054945054944,1,0.2,Fine
SKU0146,2025-12-29,26.0,7,67,143.39247136951468,0.1813205376243178,1,4,5,0.5555555555555556,-0.6119402985074627,1,0.2,Fine
SKU0147,2025-12-29,128.0,10,69,71.58754860429097,1.7880204378492666,2,2,4,0.4444444444444444,0.855072463768116,2,0.4,Fine
SKU0148,2025-12-29,77.0,14,32,56.340082311327215,1.366700168709535,2,2,4,0.4444444444444444,1.40625,3,0.6,Fine
SKU0149,2025-12-29,104.0,10,279,81.73735864244941,1.2723680056133932,2,2,4,0.4444444444444444,-0.6272401433691757,1,0.2,Fine
SKU0150,2025-12-29,631.0,21,346,68.7298351064036,9.180874637966495,3,1,4,0.4444444444444444,0.8236994219653179,2,0.4,Fine
SKU0151,2025-12-29,292.0,7,100,88.22164594215909,3.309845297960599,1,1,2,0.2222222222222222,1.92,3,0.6,Overstock
SKU0152,2025-12-29,21.0,14,43,136.48288841873173,0.15386544235180352,2,4,6,0.6666666666666666,-0.5116279069767442,1,0.2,Monitor
SKU0153,2025-12-29,73.0,7,26,91.77621539911641,0.7954130564497305,1,3,4,0.4444444444444444,1.8076923076923077,3,0.6,Fine
SKU0154,2025-12-29,96.0,10,166,58.06726886268187,1.6532549555072389,2,2,4,0.4444444444444444,-0.42168674698795183,1,0.2,Fine
SKU0155,2025-12-29,555.0,14,342,87.01230179425647,6.378408438295498,2,1,3,0.3333333333333333,0.6228070175438597,2,0.4,Overstock
SKU0156,2025-12-29,350.0,14,208,60.11004263463798,5.8226543296163795,2,1,3,0.3333333333333333,0.6826923076923077,2,0.4,Overstock
SKU0157,2025-12-29,196.0,14,75,85.80061589387746,2.2843658866321275,2,1,3,0.3333333333333333,1.6133333333333333,3,0.6,Overstock
SKU0158,2025-12-29,41.0,7,134,319.43302610196577,0.12835241396396016,1,4,5,0.5555555555555556,-0.6940298507462687,1,0.2,Fine
SKU0159,2025-12-29,59.0,7,23,48.72943385964575,1.2107671960633961,1,2,3,0.3333333333333333,1.565217391304348,3,0.6,Overstock
SKU0160,2025-12-29,132.0,30,679,58.78128164360614,2.2456128262109463,5,1,6,0.6666666666666666,-0.8055964653902798,1,0.2,Monitor
SKU0161,2025-12-29,153.0,7,113,83.48426848525803,1.8326806088864194,1,2,3,0.3333333333333333,0.35398230088495575,1,0.2,Overstock
SKU0162,2025-12-29,391.0,10,291,192.73240642064633,2.028719545724068,2,1,3,0.3333333333333333,0.3436426116838488,1,0.2,Overstock
SKU0163,2025-12-29,0.0,14,36,60.08481755723057,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0164,2025-12-29,512.0,10,264,59.730274406781746,8.571867534261115,2,1,3,0.3333333333333333,0.9393939393939394,2,0.4,Overstock
SKU0165,2025-12-29,63.0,30,310,115.21376734236598,0.5468096517735678,5,3,8,0.8888888888888888,-0.7967741935483871,1,0.2,Order ASAP
SKU0166,2025-12-29,0.0,7,108,62.68065682572444,0.0,1,4,5,0.5555555555555556,-1.0,1,0.2,Fine
SKU0167,2025-12-29,489.0,10,214,81.62864705945495,5.990543977089716,2,1,3,0.3333333333333333,1.2850467289719627,3,0.6,Overstock
SKU0168,2025-12-29,794.0,14,326,79.97276754935815,9.928379676368628,2,1,3,0.3333333333333333,1.4355828220858895,3,0.6,Overstock
SKU0169,2025-12-29,126.0,7,136,95.48878366841359,1.3195267041785466,1,2,3,0.3333333333333333,-0.07352941176470588,1,0.2,Overstock
SKU0170,2025-12-29,305.0,14,296,98.69039577988933,3.090472964362673,2,1,3,0.3333333333333333,0.030405405405405407,1,0.2,Overstock
SKU0171,2025-12-29,0.0,14,134,56.62874840303977,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0172,2025-12-29,34.0,10,56,69.68700193631017,0.4878958637232522,2,4,6,0.6666666666666666,-0.39285714285714285,1,0.2,Monitor
SKU0173,2025-12-29,130.0,7,39,63.478964611550424,2.047922501501318,1,1,2,0.2222222222222222,2.3333333333333335,4,0.8,Fine
SKU0174,2025-12-29,295.0,10,107,68.01752510684747,4.337117522823566,2,1,3,0.3333333333333333,1.7570093457943925,3,0.6,Overstock
SKU0175,2025-12-29,0.0,21,67,150.87983813787116,0.0,3,4,7,0.7777777777777778,-1.0,1,0.2,Monitor
SKU0176,2025-12-29,0.0,30,747,45.889868822854694,0.0,5,4,9,1.0,-1.0,1,0.2,Order ASAP
SKU0177,2025-12-29,954.0,30,554,72.19763082617743,13.213729994781193,5,1,6,0.6666666666666666,0.7220216606498195,2,0.4,Monitor
SKU0178,2025-12-29,431.0,7,158,88.55764467001681,4.866886439967895,1,1,2,0.2222222222222222,1.7278481012658229,3,0.6,Overstock
SKU0179,2025-12-29,350.0,14,181,77.3622969338921,4.524167635548402,2,1,3,0.3333333333333333,0.9337016574585635,2,0.4,Overstock
SKU0180,2025-12-29,0.0,14,223,85.92729069045244,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0181,2025-12-29,0.0,10,93,112.21450220965791,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0182,2025-12-29,0.0,14,242,62.36227878107352,0.0,2,4,6,0.6666666666666666,-1.0,1,0.2,Monitor
SKU0183,2025-12-29,387.0,7,227,69.83439790802409,5.541681629584624,1,1,2,0.2222222222222222,0.7048458149779736,2,0.4,Overstock
SKU0184,2025-12-29,119.0,10,169,56.888568970249885,2.0918086384319414,2,1,3,0.3333333333333333,-0.2958579881656805,1,0.2,Overstock
SKU0185,2025-12-29,43.0,7,162,79.49353360535297,0.5409245010226146,1,3,4,0.4444444444444444,-0.7345679012345679,1,0.2,Fine
SKU0186,2025-12-29,678.0,7,206,68.44271971338809,9.906093779429053,1,1,2,0.2222222222222222,2.29126213592233,4,0.8,Fine
SKU0187,2025-12-29,694.0,14,250,84.25191591807776,8.237201402930825,2,1,3,0.3333333333333333,1.776,3,0.6,Overstock
SKU0188,2025-12-29,702.0,21,409,202.23203219777372,3.4712601775839147,3,1,4,0.4444444444444444,0.7163814180929096,2,0.4,Fine
SKU0189,2025-12-29,206.0,21,413,83.79028526327178,2.458518900523388,3,1,4,0.4444444444444444,-0.5012106537530266,1,0.2,Fine
SKU0190,2025-12-29,20.0,21,59,102.24331105669387,0.1956118184485439,3,4,7,0.7777777777777778,-0.6610169491525424,1,0.2,Monitor
SKU0191,2025-12-29,404.0,14,261,47.59862981751186,8.487639277619827,2,1,3,0.3333333333333333,0.5478927203065134,2,0.4,Overstock
SKU0192,2025-12-29,576.0,14,416,110.51236838798556,5.212086288638623,2,1,3,0.3333333333333333,0.38461538461538464,1,0.2,Overstock
SKU0193,2025-12-29,526.0,10,254,98.93617985305009,5.316558621742499,2,1,3,0.3333333333333333,1.0708661417322836,3,0.6,Overstock
SKU0194,2025-12-29,494.0,14,191,74.83976216545706,6.600769239590261,2,1,3,0.3333333333333333,1.5863874345549738,3,0.6,Overstock
