sku_id,Month_date,quantity
SKU0017,2026-02,5
SKU0017,2026-03,5
SKU0017,2026-04,10
SKU0017,2026-05,7
SKU0017,2026-06,6
SKU0017,2026-07,11
SKU0018,2026-01,16
SKU0018,2026-02,8
SKU0018,2026-03,19
SKU0018,2026-04,14
SKU0018,2026-05,13
SKU0018,2026-06,1
SKU0018,2026-07,1
SKU0019,2026-02,8
SKU0019,2026-03,10
SKU0019,2026-04,7
SKU0019,2026-05,8
SKU0019,2026-07,11
SKU0020,2026-01,8
SKU0020,2026-02,7
SKU0020,2026-03,7
SKU0020,2026-04,2
SKU0020,2026-05,8
SKU0020,2026-06,9
SKU0020,2026-07,3
SKU0021,2025-12,4
SKU0021,2026-01,6
SKU0021,2026-02,6
SKU0021,2026-03,6
SKU0021,2026-04,14
SKU0021,2026-05,13
SKU0021,2026-06,2
SKU0021,2026-07,3
SKU0022,2026-01,5
SKU0022,2026-02,15
SKU0022,2026-03,10
SKU0022,2026-04,8
SKU0022,2026-05,8
SKU0022,2026-06,5
SKU0023,2026-01,4
SKU0023,2026-02,9
SKU0023,2026-03,18
SKU0023,2026-04,10
SKU0023,2026-05,9
SKU0023,2026-06,7
SKU0023,2026-07,16
SKU0024,2025-12,5
SKU0024,2026-01,10
SKU0024,2026-02,4
SKU0024,2026-03,4
SKU0024,2026-04,10
SKU0024,2026-05,4
SKU0024,2026-06,11
SKU0024,2026-07,6
SKU0025,2026-01,57
SKU0025,2026-02,1
SKU0025,2026-03,15
SKU0025,2026-04,9
SKU0025,2026-05,3
SKU0025,2026-06,10
SKU0025,2026-07,6
SKU0026,2025-12,7
SKU0026,2026-01,7
SKU0026,2026-02,16
SKU0026,2026-03,4
SKU0026,2026-04,2
SKU0026,2026-05,7
SKU0026,2026-06,7
SKU0027,2026-01,11
SKU0027,2026-02,5
SKU0027,2026-03,8
SKU0027,2026-04,13
SKU0027,2026-05,15
SKU0027,2026-06,5
SKU0028,2026-01,12
SKU0028,2026-02,11
SKU0028,2026-03,3
SKU0028,2026-04,19
SKU0028,2026-05,1
SKU0028,2026-06,6
SKU0028,2026-07,9
SKU0029,2026-01,2
SKU0029,2026-02,16
SKU0029,2026-03,7
SKU0029,2026-04,8
SKU0029,2026-05,8
SKU0029,2026-06,4
SKU0029,2026-07,8
SKU0030,2025-12,3
SKU0030,2026-01,12
SKU0030,2026-02,7
SKU0030,2026-03,6
SKU0030,2026-04,7
SKU0030,2026-05,10
SKU0030,2026-06,10
SKU0030,2026-07,4
SKU0031,2025-12,5
SKU0031,2026-01,7
SKU0031,2026-02,4
SKU0031,2026-03,8
SKU0031,2026-04,2
SKU0031,2026-06,11
SKU0031,2026-07,13
SKU0032,2026-01,9
SKU0032,2026-02,11
SKU0032,2026-03,4
SKU0032,2026-04,4
SKU0032,2026-05,7
SKU0032,2026-06,6
SKU0032,2026-07,5
SKU0033,2025-12,5
SKU0033,2026-01,10
SKU0033,2026-03,4
SKU0033,2026-04,6
SKU0033,2026-05,4
SKU0033,2026-06,13
SKU0033,2026-07,15
SKU0034,2025-12,6
SKU0034,2026-01,10
SKU0034,2026-02,2
SKU0034,2026-03,9
SKU0034,2026-04,10
SKU0034,2026-05,12
SKU0034,2026-06,5
SKU0034,2026-07,9
SKU0035,2026-01,5
SKU0035,2026-02,4
SKU0035,2026-03,21
SKU0035,2026-04,5
SKU0035,2026-05,12
SKU0035,2026-06,8
SKU0035,2026-07,11
SKU0036,2026-01,5
SKU0036,2026-02,14
SKU0036,2026-03,14
SKU0036,2026-04,9
SKU0036,2026-05,4
SKU0036,2026-06,7
SKU0036,2026-07,11
SKU0037,2025-12,5
SKU0037,2026-01,7
SKU0037,2026-02,10
SKU0037,2026-03,5
SKU0037,2026-04,12
SKU0037,2026-05,3
SKU0037,2026-06,3
SKU0037,2026-07,15
SKU0038,2025-12,1
SKU0038,2026-01,10
SKU0038,2026-02,12
SKU0038,2026-03,6
SKU0038,2026-04,10
SKU0038,2026-05,12
SKU0038,2026-06,9
SKU0038,2026-07,7
SKU0039,2025-12,1
SKU0039,2026-01,18
SKU0039,2026-02,6
SKU0039,2026-03,11
SKU0039,2026-04,26
SKU0039,2026-05,4
SKU0039,2026-06,12
SKU0039,2026-07,10
SKU0040,2026-01,2
SKU0040,2026-02,6
SKU0040,2026-03,18
SKU0040,2026-04,8
SKU0040,2026-05,3
SKU0040,2026-06,17
SKU0040,2026-07,5
SKU0041,2025-12,3
SKU0041,2026-01,27
SKU0041,2026-02,18
SKU0041,2026-03,26
SKU0041,2026-04,16
SKU0041,2026-05,2
SKU0041,2026-06,24
SKU0041,2026-07,20
SKU0042,2026-01,12
SKU0042,2026-03,9
SKU0042,2026-04,18
SKU0042,2026-05,8
SKU0042,2026-06,3
SKU0042,2026-07,2
SKU0043,2025-12,3
SKU0043,2026-01,7
SKU0043,2026-02,5
SKU0043,2026-03,5
SKU0043,2026-04,1
SKU0043,2026-05,12
SKU0043,2026-06,2
SKU0043,2026-07,3
SKU0044,2025-12,1
SKU0044,2026-01,16
SKU0044,2026-02,8
SKU0044,2026-03,2
SKU0044,2026-04,3
SKU0044,2026-05,8
SKU0044,2026-06,1
SKU0044,2026-07,7
SKU0045,2025-12,1
SKU0045,2026-01,10
SKU0045,2026-02,13
SKU0045,2026-03,6
SKU0045,2026-04,3
SKU0045,2026-05,14
SKU0045,2026-06,1
SKU0045,2026-07,4
SKU0046,2026-01,1
SKU0046,2026-02,23
SKU0046,2026-03,3
SKU0046,2026-04,5
SKU0046,2026-05,11
SKU0046,2026-06,11
SKU0046,2026-07,9
SKU0047,2025-12,1
SKU0047,2026-01,11
SKU0047,2026-02,7
SKU0047,2026-03,12
SKU0047,2026-04,4
SKU0047,2026-05,10
SKU0047,2026-06,15
SKU0047,2026-07,13
SKU0048,2026-01,4
SKU0048,2026-02,1
SKU0048,2026-03,5
SKU0048,2026-04,7
SKU0048,2026-05,9
SKU0048,2026-06,13
SKU0049,2025-12,5
SKU0049,2026-01,13
SKU0049,2026-02,16
SKU0049,2026-03,14
SKU0049,2026-04,10
SKU0049,2026-05,10
SKU0049,2026-06,10
SKU0049,2026-07,7
SKU0050,2026-01,15
SKU0050,2026-02,7
SKU0050,2026-03,9
SKU0050,2026-04,16
SKU0050,2026-05,17
SKU0050,2026-06,9
SKU0050,2026-07,8
SKU0051,2025-12,6
SKU0051,2026-01,11
SKU0051,2026-02,20
SKU0051,2026-03,8
SKU0051,2026-04,8
SKU0051,2026-05,5
SKU0051,2026-06,15
SKU0051,2026-07,5
SKU0052,2025-12,6
SKU0052,2026-01,29
SKU0052,2026-02,26
SKU0052,2026-03,16
SKU0052,2026-04,17
SKU0052,2026-05,22
SKU0052,2026-06,7
SKU0052,2026-07,11
SKU0053,2025-12,2
SKU0053,2026-01,2
SKU0053,2026-02,10
SKU0053,2026-03,7
SKU0053,2026-04,14
SKU0053,2026-05,16
SKU0053,2026-06,20
SKU0053,2026-07,7
SKU0054,2026-01,15
SKU0054,2026-02,7
SKU0054,2026-03,16
SKU0054,2026-04,2
SKU0054,2026-05,10
SKU0054,2026-06,3
SKU0054,2026-07,10
SKU0055,2025-12,1
SKU0055,2026-01,16
SKU0055,2026-02,2
SKU0055,2026-03,11
SKU0055,2026-05,13
SKU0055,2026-06,11
SKU0055,2026-07,2
SKU0056,2025-12,5
SKU0056,2026-01,6
SKU0056,2026-02,2
SKU0056,2026-03,13
SKU0056,2026-04,4
SKU0056,2026-05,7
SKU0056,2026-06,8
SKU0056,2026-07,7
SKU0057,2026-01,15
SKU0057,2026-02,16
SKU0057,2026-03,10
SKU0057,2026-04,10
SKU0057,2026-05,8
SKU0057,2026-06,5
SKU0057,2026-07,1
SKU0058,2026-01,10
SKU0058,2026-02,7
SKU0058,2026-03,5
SKU0058,2026-04,6
SKU0058,2026-05,7
SKU0058,2026-06,60
SKU0058,2026-07,3
SKU0059,2026-01,10
SKU0059,2026-02,4
SKU0059,2026-03,20
SKU0059,2026-04,15
SKU0059,2026-05,3
SKU0059,2026-06,4
SKU0059,2026-07,3
SKU0060,2025-12,3
SKU0060,2026-01,13
SKU0060,2026-02,12
SKU0060,2026-03,7
SKU0060,2026-04,14
SKU0060,2026-05,2
SKU0060,2026-06,11
SKU0060,2026-07,12
SKU0061,2026-01,7
SKU0061,2026-02,58
SKU0061,2026-03,12
SKU0061,2026-04,8
SKU0061,2026-05,7
SKU0061,2026-06,6
SKU0062,2025-12,1
SKU0062,2026-01,10
SKU0062,2026-02,6
SKU0062,2026-03,14
SKU0062,2026-04,18
SKU0062,2026-05,24
SKU0062,2026-06,2
SKU0062,2026-07,5
SKU0063,2026-01,9
SKU0063,2026-02,10
SKU0063,2026-03,6
SKU0063,2026-04,10
SKU0063,2026-05,10
SKU0063,2026-06,13
SKU0063,2026-07,4
SKU0064,2025-12,6
SKU0064,2026-01,5
SKU0064,2026-02,8
SKU0064,2026-03,17
SKU0064,2026-04,13
SKU0064,2026-05,19
SKU0064,2026-06,7
SKU0064,2026-07,3
SKU0065,2025-12,6
SKU0065,2026-01,1
SKU0065,2026-02,10
SKU0065,2026-03,4
SKU0065,2026-04,16
SKU0065,2026-05,10
SKU0065,2026-06,6
SKU0065,2026-07,16
SKU0066,2025-12,1
SKU0066,2026-01,1
SKU0066,2026-02,2
SKU0066,2026-03,11
SKU0066,2026-04,19
SKU0066,2026-05,8
SKU0066,2026-06,2
SKU0066,2026-07,14
SKU0067,2025-12,6
SKU0067,2026-01,17
SKU0067,2026-02,6
SKU0067,2026-03,11
SKU0067,2026-04,4
SKU0067,2026-05,14
SKU0067,2026-06,14
SKU0067,2026-07,3
SKU0068,2025-12,7
SKU0068,2026-01,13
SKU0068,2026-02,8
SKU0068,2026-03,8
SKU0068,2026-04,18
SKU0068,2026-05,13
SKU0068,2026-06,62
SKU0068,2026-07,3
SKU0069,2026-01,14
SKU0069,2026-02,6
SKU0069,2026-03,4
SKU0069,2026-04,8
SKU0069,2026-05,53
SKU0069,2026-06,27
SKU0069,2026-07,9
SKU0070,2025-12,6
SKU0070,2026-01,7
SKU0070,2026-02,3
SKU0070,2026-03,3
SKU0070,2026-04,8
SKU0070,2026-05,67
SKU0070,2026-06,3
SKU0070,2026-07,9
SKU0071,2026-01,16
SKU0071,2026-02,12
SKU0071,2026-03,16
SKU0071,2026-04,11
SKU0071,2026-05,2
SKU0071,2026-06,11
SKU0071,2026-07,6
SKU0072,2026-01,17
SKU0072,2026-02,3
SKU0072,2026-03,6
SKU0072,2026-04,11
SKU0072,2026-05,7
SKU0072,2026-06,3
SKU0073,2026-01,1
SKU0073,2026-02,6
SKU0073,2026-03,15
SKU0073,2026-04,9
SKU0073,2026-05,1
SKU0073,2026-06,23
SKU0073,2026-07,7
SKU0074,2026-01,5
SKU0074,2026-02,3
SKU0074,2026-03,6
SKU0074,2026-04,5
SKU0074,2026-05,1
SKU0074,2026-06,2
SKU0074,2026-07,7
SKU0075,2025-12,6
SKU0075,2026-01,3
SKU0075,2026-02,11
SKU0075,2026-03,7
SKU0075,2026-04,7
SKU0075,2026-05,2
SKU0075,2026-06,9
SKU0075,2026-07,9
SKU0076,2026-01,11
SKU0076,2026-02,20
SKU0076,2026-03,8
SKU0076,2026-04,7
SKU0076,2026-05,6
SKU0076,2026-06,18
SKU0076,2026-07,12
SKU0077,2025-12,6
SKU0077,2026-01,11
SKU0077,2026-02,14
SKU0077,2026-03,16
SKU0077,2026-04,5
SKU0077,2026-05,5
SKU0077,2026-06,5
SKU0077,2026-07,16
SKU0078,2026-01,9
SKU0078,2026-03,9
SKU0078,2026-04,4
SKU0078,2026-05,2
SKU0078,2026-06,13
SKU0078,2026-07,4
SKU0079,2026-01,9
SKU0079,2026-02,2
SKU0079,2026-03,3
SKU0079,2026-04,8
SKU0079,2026-05,15
SKU0079,2026-06,4
SKU0079,2026-07,2
SKU0080,2025-12,5
SKU0080,2026-01,11
SKU0080,2026-03,1
SKU0080,2026-04,9
SKU0080,2026-05,12
SKU0080,2026-06,10
SKU0080,2026-07,5
SKU0081,2025-12,4
SKU0081,2026-01,5
SKU0081,2026-02,6
SKU0081,2026-03,18
SKU0081,2026-05,21
SKU0081,2026-06,3
SKU0082,2026-01,6
SKU0082,2026-03,11
SKU0082,2026-04,15
SKU0082,2026-05,9
SKU0082,2026-07,6
SKU0083,2026-01,20
SKU0083,2026-02,4
SKU0083,2026-03,3
SKU0083,2026-04,6
SKU0083,2026-05,16
SKU0083,2026-06,18
SKU0084,2025-12,2
SKU0084,2026-02,6
SKU0084,2026-03,8
SKU0084,2026-04,11
SKU0084,2026-05,11
SKU0084,2026-06,2
SKU0084,2026-07,4
SKU0085,2025-12,8
SKU0085,2026-01,55
SKU0085,2026-02,6
SKU0085,2026-03,17
SKU0085,2026-04,6
SKU0085,2026-05,16
SKU0085,2026-06,7
SKU0085,2026-07,7
SKU0086,2026-01,21
SKU0086,2026-02,5
SKU0086,2026-03,8
SKU0086,2026-04,4
SKU0086,2026-05,9
SKU0086,2026-06,4
SKU0086,2026-07,3
SKU0087,2025-12,2
SKU0087,2026-01,1
SKU0087,2026-02,8
SKU0087,2026-03,24
SKU0087,2026-04,15
SKU0087,2026-05,50
SKU0087,2026-06,15
SKU0087,2026-07,8
SKU0088,2025-12,2
SKU0088,2026-01,7
SKU0088,2026-02,7
SKU0088,2026-03,9
SKU0088,2026-04,1
SKU0088,2026-05,3
SKU0088,2026-06,8
SKU0088,2026-07,7
SKU0089,2025-12,4
SKU0089,2026-01,11
SKU0089,2026-02,5
SKU0089,2026-03,11
SKU0089,2026-04,3
SKU0089,2026-05,7
SKU0089,2026-07,6
SKU0090,2026-01,18
SKU0090,2026-03,6
SKU0090,2026-04,6
SKU0090,2026-05,9
SKU0090,2026-06,13
SKU0090,2026-07,13
SKU0091,2025-12,2
SKU0091,2026-01,18
SKU0091,2026-02,10
SKU0091,2026-03,1
SKU0091,2026-04,13
SKU0091,2026-05,3
SKU0091,2026-06,16
SKU0091,2026-07,9
SKU0092,2026-01,20
SKU0092,2026-02,9
SKU0092,2026-03,8
SKU0092,2026-04,10
SKU0092,2026-05,9
SKU0092,2026-06,4
SKU0092,2026-07,6
SKU0093,2026-01,10
SKU0093,2026-02,5
SKU0093,2026-03,1
SKU0093,2026-04,3
SKU0093,2026-05,3
SKU0093,2026-06,1
SKU0093,2026-07,8
SKU0094,2025-12,2
SKU0094,2026-01,18
SKU0094,2026-02,5
SKU0094,2026-03,6
SKU0094,2026-04,11
SKU0094,2026-05,4
SKU0094,2026-06,9
SKU0094,2026-07,5
SKU0095,2026-01,9
SKU0095,2026-02,13
SKU0095,2026-03,11
SKU0095,2026-04,6
SKU0095,2026-05,11
SKU0095,2026-06,2
SKU0095,2026-07,3
SKU0096,2026-01,7
SKU0096,2026-02,8
SKU0096,2026-03,6
SKU0096,2026-04,5
SKU0096,2026-05,12
SKU0096,2026-06,8
SKU0096,2026-07,2
SKU0097,2025-12,3
SKU0097,2026-01,14
SKU0097,2026-02,13
SKU0097,2026-03,2
SKU0097,2026-04,4
SKU0097,2026-05,5
SKU0097,2026-06,6
SKU0097,2026-07,7
SKU0098,2026-01,14
SKU0098,2026-02,7
SKU0098,2026-03,8
SKU0098,2026-04,9
SKU0098,2026-05,3
SKU0098,2026-06,12
SKU0099,2025-12,1
SKU0099,2026-01,7
SKU0099,2026-02,2
SKU0099,2026-03,2
SKU0099,2026-04,2
SKU0099,2026-05,3
SKU0099,2026-06,8
SKU0099,2026-07,5
SKU0100,2026-01,27
SKU0100,2026-02,15
SKU0100,2026-04,4
SKU0100,2026-05,7
SKU0100,2026-06,14
SKU0100,2026-07,2
SKU0101,2025-12,1
SKU0101,2026-01,20
SKU0101,2026-02,9
SKU0101,2026-03,9
SKU0101,2026-04,9
SKU0101,2026-05,8
SKU0101,2026-06,13
SKU0101,2026-07,7
SKU0102,2026-01,13
SKU0102,2026-02,6
SKU0102,2026-03,4
SKU0102,2026-04,5
SKU0102,2026-06,5
SKU0102,2026-07,16
SKU0103,2026-01,8
SKU0103,2026-02,12
SKU0103,2026-03,1
SKU0103,2026-04,11
SKU0103,2026-05,8
SKU0103,2026-06,9
SKU0103,2026-07,4
SKU0104,2025-12,1
SKU0104,2026-01,25
SKU0104,2026-02,53
SKU0104,2026-03,23
SKU0104,2026-04,16
SKU0104,2026-05,10
SKU0104,2026-06,2
SKU0104,2026-07,12
SKU0105,2025-12,4
SKU0105,2026-01,10
SKU0105,2026-02,4
SKU0105,2026-03,22
SKU0105,2026-04,3
SKU0105,2026-05,10
SKU0105,2026-06,7
SKU0105,2026-07,4
SKU0106,2026-01,10
SKU0106,2026-02,13
SKU0106,2026-03,5
SKU0106,2026-04,8
SKU0106,2026-05,11
SKU0106,2026-06,4
SKU0106,2026-07,1
SKU0107,2026-01,12
SKU0107,2026-02,7
SKU0107,2026-03,8
SKU0107,2026-04,9
SKU0107,2026-05,18
SKU0107,2026-07,19
SKU0108,2025-12,3
SKU0108,2026-01,25
SKU0108,2026-02,7
SKU0108,2026-03,9
SKU0108,2026-04,2
SKU0108,2026-05,5
SKU0108,2026-06,14
SKU0108,2026-07,6
SKU0109,2025-12,2
SKU0109,2026-01,3
SKU0109,2026-02,15
SKU0109,2026-03,7
SKU0109,2026-04,10
SKU0109,2026-05,4
SKU0109,2026-06,5
SKU0109,2026-07,11
SKU0110,2026-01,27
SKU0110,2026-02,7
SKU0110,2026-03,9
SKU0110,2026-04,7
SKU0110,2026-05,10
SKU0110,2026-06,10
SKU0110,2026-07,8
SKU0111,2025-12,2
SKU0111,2026-01,16
SKU0111,2026-02,1
SKU0111,2026-03,11
SKU0111,2026-04,6
SKU0111,2026-05,18
SKU0111,2026-06,4
SKU0112,2026-01,6
SKU0112,2026-02,15
SKU0112,2026-03,6
SKU0112,2026-04,7
SKU0112,2026-05,6
SKU0112,2026-06,3
SKU0112,2026-07,5
SKU0113,2026-01,12
SKU0113,2026-02,2
SKU0113,2026-03,8
SKU0113,2026-04,9
SKU0113,2026-05,10
SKU0113,2026-06,10
SKU0113,2026-07,6
SKU0114,2025-12,8
SKU0114,2026-01,6
SKU0114,2026-02,1
SKU0114,2026-03,8
SKU0114,2026-04,23
SKU0114,2026-05,9
SKU0114,2026-06,6
SKU0114,2026-07,10
SKU0115,2026-01,15
SKU0115,2026-02,12
SKU0115,2026-04,4
SKU0115,2026-05,3
SKU0115,2026-06,8
SKU0115,2026-07,4
SKU0116,2025-12,2
SKU0116,2026-01,11
SKU0116,2026-02,3
SKU0116,2026-03,6
SKU0116,2026-04,11
SKU0116,2026-05,8
SKU0116,2026-06,6
SKU0116,2026-07,6
SKU0117,2026-01,30
SKU0117,2026-02,14
SKU0117,2026-03,13
SKU0117,2026-06,12
SKU0117,2026-07,2
SKU0118,2025-12,3
SKU0118,2026-01,6
SKU0118,2026-02,30
SKU0118,2026-03,7
SKU0118,2026-04,9
SKU0118,2026-05,6
SKU0118,2026-06,8
SKU0118,2026-07,1
SKU0119,2026-01,6
SKU0119,2026-02,7
SKU0119,2026-03,10
SKU0119,2026-04,10
SKU0119,2026-05,4
SKU0119,2026-06,7
SKU0119,2026-07,4
SKU0120,2026-01,8
SKU0120,2026-02,20
SKU0120,2026-03,65
SKU0120,2026-04,2
SKU0120,2026-05,2
SKU0120,2026-06,16
SKU0120,2026-07,9
SKU0121,2026-01,7
SKU0121,2026-02,5
SKU0121,2026-03,7
SKU0121,2026-04,4
SKU0121,2026-05,5
SKU0121,2026-06,7
SKU0121,2026-07,7
SKU0122,2025-12,1
SKU0122,2026-01,1
SKU0122,2026-02,16
SKU0122,2026-03,8
SKU0122,2026-04,6
SKU0122,2026-05,7
SKU0122,2026-06,7
SKU0122,2026-07,4
SKU0123,2025-12,1
SKU0123,2026-01,7
SKU0123,2026-02,1
SKU0123,2026-03,24
SKU0123,2026-04,13
SKU0123,2026-05,9
SKU0123,2026-06,7
SKU0123,2026-07,52
SKU0124,2025-12,4
SKU0124,2026-01,11
SKU0124,2026-02,13
SKU0124,2026-03,8
SKU0124,2026-04,11
SKU0124,2026-05,11
SKU0124,2026-06,10
SKU0124,2026-07,17
SKU0125,2025-12,1
SKU0125,2026-01,7
SKU0125,2026-02,8
SKU0125,2026-03,9
SKU0125,2026-04,8
SKU0125,2026-05,8
SKU0125,2026-06,9
SKU0125,2026-07,6
SKU0126,2026-01,4
SKU0126,2026-02,3
SKU0126,2026-03,19
SKU0126,2026-04,4
SKU0126,2026-05,10
SKU0126,2026-06,9
SKU0127,2025-12,1
SKU0127,2026-01,12
SKU0127,2026-02,12
SKU0127,2026-03,5
SKU0127,2026-04,6
SKU0127,2026-05,8
SKU0127,2026-06,14
SKU0127,2026-07,7
SKU0128,2025-12,5
SKU0128,2026-01,13
SKU0128,2026-03,14
SKU0128,2026-04,8
SKU0128,2026-05,8
SKU0128,2026-06,6
SKU0129,2025-12,4
SKU0129,2026-01,11
SKU0129,2026-02,7
SKU0129,2026-04,18
SKU0129,2026-05,6
SKU0129,2026-06,19
SKU0129,2026-07,9
SKU0130,2026-01,8
SKU0130,2026-02,6
SKU0130,2026-03,13
SKU0130,2026-04,9
SKU0130,2026-05,5
SKU0130,2026-07,18
SKU0131,2026-01,15
SKU0131,2026-02,10
SKU0131,2026-03,20
SKU0131,2026-04,9
SKU0131,2026-05,1
SKU0131,2026-06,8
SKU0131,2026-07,65
SKU0132,2026-01,1
SKU0132,2026-02,14
SKU0132,2026-03,8
SKU0132,2026-04,7
SKU0132,2026-05,19
SKU0132,2026-06,9
SKU0132,2026-07,4
SKU0133,2025-12,1
SKU0133,2026-01,5
SKU0133,2026-02,14
SKU0133,2026-03,11
SKU0133,2026-05,7
SKU0133,2026-06,6
SKU0133,2026-07,12
SKU0134,2026-01,5
SKU0134,2026-02,13
SKU0134,2026-03,4
SKU0134,2026-04,3
SKU0134,2026-05,7
SKU0134,2026-06,6
SKU0135,2025-12,1
SKU0135,2026-01,3
SKU0135,2026-02,12
SKU0135,2026-03,5
SKU0135,2026-04,1
SKU0135,2026-05,10
SKU0135,2026-06,11
SKU0135,2026-07,14
SKU0136,2026-01,4
SKU0136,2026-02,7
SKU0136,2026-03,7
SKU0136,2026-04,15
SKU0136,2026-05,15
SKU0136,2026-06,1
SKU0136,2026-07,6
SKU0137,2026-01,4
SKU0137,2026-02,3
SKU0137,2026-03,5
SKU0137,2026-04,4
SKU0137,2026-05,4
SKU0137,2026-06,7
SKU0137,2026-07,8
SKU0138,2026-01,59
SKU0138,2026-02,1
SKU0138,2026-03,14
SKU0138,2026-04,1
SKU0138,2026-05,15
SKU0138,2026-06,2
SKU0138,2026-07,1
SKU0139,2026-01,4
SKU0139,2026-02,18
SKU0139,2026-03,8
SKU0139,2026-04,15
SKU0139,2026-05,7
SKU0139,2026-06,1
SKU0139,2026-07,13
SKU0140,2025-12,1
SKU0140,2026-01,16
SKU0140,2026-02,18
SKU0140,2026-03,39
SKU0140,2026-04,17
SKU0140,2026-05,5
SKU0140,2026-06,21
SKU0140,2026-07,14
SKU0141,2026-01,6
SKU0141,2026-02,11
SKU0141,2026-03,7
SKU0141,2026-04,7
SKU0141,2026-05,9
SKU0141,2026-06,5
SKU0141,2026-07,3
SKU0142,2025-12,1
SKU0142,2026-01,5
SKU0142,2026-02,7
SKU0142,2026-03,57
SKU0142,2026-04,9
SKU0142,2026-05,15
SKU0142,2026-06,14
SKU0142,2026-07,6
SKU0143,2026-01,4
SKU0143,2026-02,8
SKU0143,2026-03,3
SKU0143,2026-04,11
SKU0143,2026-05,8
SKU0143,2026-06,6
SKU0143,2026-07,3
SKU0144,2026-01,65
SKU0144,2026-02,8
SKU0144,2026-03,3
SKU0144,2026-04,13
SKU0144,2026-05,1
SKU0144,2026-06,12
SKU0144,2026-07,11
SKU0145,2025-12,4
SKU0145,2026-01,6
SKU0145,2026-02,2
SKU0145,2026-03,7
SKU0145,2026-04,3
SKU0145,2026-05,10
SKU0145,2026-06,4
SKU0145,2026-07,19
SKU0146,2026-01,13
SKU0146,2026-02,9
SKU0146,2026-03,54
SKU0146,2026-04,13
SKU0146,2026-05,11
SKU0146,2026-06,20
SKU0146,2026-07,15
SKU0147,2026-01,7
SKU0147,2026-02,19
SKU0147,2026-03,12
SKU0147,2026-04,10
SKU0147,2026-05,2
SKU0147,2026-06,10
SKU0147,2026-07,4
SKU0148,2026-01,11
SKU0148,2026-02,6
SKU0148,2026-03,8
SKU0148,2026-04,7
SKU0148,2026-05,7
SKU0148,2026-06,2
SKU0148,2026-07,7
SKU0149,2025-12,6
SKU0149,2026-01,15
SKU0149,2026-02,18
SKU0149,2026-03,5
SKU0149,2026-04,5
SKU0149,2026-05,5
SKU0149,2026-07,10
SKU0150,2025-12,1
SKU0150,2026-01,15
SKU0150,2026-02,6
SKU0150,2026-03,3
