ds,yhat,sku_id
2026-09-01,7.8100251210584055,SKU0005
2026-10-01,8.133418066749437,SKU0005
2025-12-01,3.23697495,SKU0006
2026-01-01,4.409463457075471,SKU0006
2026-02-01,5.581951963364201,SKU0006
2026-03-01,6.640973840450202,SKU0006
2026-04-01,7.81346234722676,SKU0006
2026-05-01,8.948128643865005,SKU0006
2026-06-01,10.120617149784643,SKU0006
2026-07-01,11.255283445835905,SKU0006
2026-08-01,12.427771951755542,SKU0006
2026-09-01,13.600260457675178,SKU0006
2026-10-01,14.73492675372644,SKU0006
2025-12-01,7.822014900000001,SKU0007
2026-01-01,7.362066940754717,SKU0007
2026-02-01,6.902118934493528,SKU0007
2026-03-01,6.4866820613807485,SKU0007
2026-04-01,6.026734139809827,SKU0007
2026-05-01,5.581623278249463,SKU0007
2026-06-01,5.121675351292847,SKU0007
2026-07-01,4.676564454238057,SKU0007
2026-08-01,4.21661652728144,SKU0007
2026-09-01,3.7566686003248235,SKU0007
2026-10-01,3.311557703270034,SKU0007
2025-12-01,2.55619224,SKU0008
2026-01-01,3.5329040401886784,SKU0008
2026-02-01,4.509615839692624,SKU0008
2026-03-01,5.391807141884542,SKU0008
2026-04-01,6.3685189404310005,SKU0008
2026-05-01,7.313723907045993,SKU0008
2026-06-01,8.290435705163937,SKU0008
2026-07-01,9.23564067108453,SKU0008
2026-08-01,10.212352469202473,SKU0008
2026-09-01,11.189064267320418,SKU0008
2026-10-01,12.134269233241008,SKU0008
2026-01-01,9.11837037,SKU0009
2026-02-01,9.076000625712707,SKU0009
2026-03-01,9.03773117723435,SKU0009
2026-04-01,8.995361428840944,SKU0009
2026-05-01,8.954358445089028,SKU0009
2026-06-01,8.911988693714948,SKU0009
2026-07-01,8.870985708514226,SKU0009
2026-08-01,8.828615957140146,SKU0009
2026-09-01,8.786246205766068,SKU0009
2026-10-01,8.745243220565346,SKU0009
2026-01-01,7.14528411,SKU0010
2026-02-01,8.615293804640883,SKU0010
2026-03-01,9.943044496217032,SKU0010
2026-04-01,11.413054189982502,SKU0010
2026-05-01,12.835644216426122,SKU0010
2026-06-01,14.305653910164601,SKU0010
2026-07-01,15.728243936363132,SKU0010
2026-08-01,17.198253630101608,SKU0010
2026-09-01,18.66826332384009,SKU0010
2026-10-01,20.090853350038618,SKU0010
2026-01-01,5.04572139,SKU0011
2026-02-01,5.274754894640884,SKU0011
2026-03-01,5.481623867082263,SKU0011
2026-04-01,5.710657372161558,SKU0011
2026-05-01,5.932302699901054,SKU0011
2026-06-01,6.161336205381785,SKU0011
2026-07-01,6.3829815332663635,SKU0011
2026-08-01,6.612015038747094,SKU0011
2026-09-01,6.841048544227825,SKU0011
2026-10-01,7.062693872112403,SKU0011
2026-01-01,8.11460052,SKU0012
2026-02-01,7.785638371491713,SKU0012
2026-03-01,7.488511275608531,SKU0012
2026-05-01,6.841198696459337,SKU0012
2026-06-01,6.51223656909877,SKU0012
2026-07-01,6.193886123265964,SKU0012
2026-08-01,5.8649239959053965,SKU0012
2026-09-01,5.535961868544829,SKU0012
2026-10-01,5.217611422712023,SKU0012
2026-01-01,8.9681529,SKU0013
2026-02-01,9.205596553922652,SKU0013
2026-03-01,9.42006179023609,SKU0013
2026-05-01,9.887289625716434,SKU0013
2026-06-01,10.12473327944821,SKU0013
2026-07-01,10.354517460478961,SKU0013
2026-08-01,10.591961114210736,SKU0013
2026-09-01,10.829404767942513,SKU0013
2026-10-01,11.059188948973265,SKU0013
2026-01-01,9.928006,SKU0014
2026-02-01,10.196245865403315,SKU0014
2026-03-01,10.438527036259867,SKU0014
2026-04-01,10.706766903039147,SKU0014
2026-05-01,10.966353870215992,SKU0014
2026-06-01,11.23459373520928,SKU0014
2026-07-01,11.494180701331823,SKU0014
2026-08-01,11.762420566325112,SKU0014
2026-09-01,12.030660431318404,SKU0014
2026-10-01,12.290247397440943,SKU0014
2025-12-01,15.403848879999998,SKU0015
2026-01-01,14.565892161509431,SKU0015
2026-03-01,12.971071352676049,SKU0015
2026-04-01,12.133114629329196,SKU0015
2026-05-01,11.322188774980727,SKU0015
2026-06-01,10.484232040628658,SKU0015
2026-07-01,9.673306168675044,SKU0015
2026-08-01,8.835349434322977,SKU0015
2026-09-01,7.997392699970908,SKU0015
2026-10-01,7.186466828017295,SKU0015
2026-01-01,9.78527,SKU0016
2026-02-01,10.31710610961326,SKU0016
2026-03-01,10.797474212062285,SKU0016
2026-05-01,11.843990426829066,SKU0016
2026-06-01,12.37582653619915,SKU0016
2026-07-01,12.890506642041167,SKU0016
2026-08-01,13.422342751411247,SKU0016
2026-09-01,13.954178860781331,SKU0016
2026-10-01,14.468858966623348,SKU0016
2026-01-01,6.49718256,SKU0017
2026-02-01,6.8651280785635365,SKU0017
2026-03-01,7.197465968427119,SKU0017
2026-04-01,7.565411489665886,SKU0017
2026-05-01,7.921487798884352,SKU0017
2026-06-01,8.289433320126827,SKU0017
2026-07-01,8.645509631006641,SKU0017
2026-08-01,9.013455152249117,SKU0017
2026-09-01,9.381400673491592,SKU0017
2026-10-01,9.737476984371405,SKU0017
2026-01-01,17.270037079999998,SKU0018
2026-02-01,14.869757101325966,SKU0018
2026-03-01,12.701762285470535,SKU0018
2026-04-01,10.301482306833767,SKU0018
2026-05-01,7.978630714929611,SKU0018
2026-06-01,5.57835073777914,SKU0018
2026-07-01,3.255499146988364,SKU0018
2026-08-01,0.8552191698378957,SKU0018
2026-09-01,-1.545060807312575,SKU0018
2026-10-01,-3.8679123981033534,SKU0018
2026-02-01,7.89535175,SKU0019
2026-03-01,8.284276860933332,SKU0019
2026-04-01,8.714872563455408,SKU0019
2026-05-01,9.131578070706261,SKU0019
2026-07-01,9.978879257397564,SKU0019
2026-08-01,10.409474942437406,SKU0019
2026-09-01,10.840070627477248,SKU0019
2026-10-01,11.256776129128708,SKU0019
2026-01-01,7.35191604,SKU0020
2026-02-01,6.983894693038673,SKU0020
2026-03-01,6.651488314857294,SKU0020
2026-04-01,6.283466968387379,SKU0020
2026-05-01,5.9273172783018735,SKU0020
2026-06-01,5.559295930663363,SKU0020
2026-07-01,5.203146239400287,SKU0020
2026-08-01,4.835124891761777,SKU0020
2026-09-01,4.467103544123266,SKU0020
2026-10-01,4.110953852860192,SKU0020
2025-12-01,6.67122428,SKU0021
2026-01-01,6.692491735537736,SKU0021
2026-02-01,6.7137591910130245,SKU0021
2026-03-01,6.732968505496471,SKU0021
2026-04-01,6.754235960299974,SKU0021
2026-05-01,6.774817367996736,SKU0021
2026-06-01,6.796084822416443,SKU0021
2026-07-01,6.816666229919386,SKU0021
2026-08-01,6.837933684339094,SKU0021
2026-09-01,6.859201138758801,SKU0021
2026-10-01,6.879782546261745,SKU0021
2026-01-01,10.146423,SKU0022
2026-02-01,9.475656989403975,SKU0022
2026-03-01,8.869803818141067,SKU0022
2026-04-01,8.199037807415033,SKU0022
2026-05-01,7.549909408479165,SKU0022
2026-06-01,6.879143396245433,SKU0022
2026-07-01,6.230014997309564,SKU0022
2026-08-01,5.559248985075832,SKU0022
2026-09-01,4.888482972842101,SKU0022
2026-01-01,8.002781820000001,SKU0023
2026-02-01,8.835110250165746,SKU0023
2026-03-01,9.586890769462642,SKU0023
2026-04-01,10.419219201779148,SKU0023
2026-05-01,11.224698327923626,SKU0023
2026-06-01,12.05702675992747,SKU0023
2026-07-01,12.86250588767313,SKU0023
2026-08-01,13.694834319676973,SKU0023
2026-09-01,14.527162751680818,SKU0023
2026-10-01,15.332641879426474,SKU0023
2025-12-01,5.970933209999999,SKU0024
2026-01-01,6.193275633018867,SKU0024
2026-02-01,6.415618053547971,SKU0024
2026-03-01,6.616443466250781,SKU0024
2026-04-01,6.838785887540896,SKU0024
2026-05-01,7.053955974184133,SKU0024
2026-06-01,7.276298395784827,SKU0024
2026-07-01,7.491468481204854,SKU0024
2026-08-01,7.713810902805548,SKU0024
2026-09-01,7.936153324406243,SKU0024
2026-10-01,8.15132340982627,SKU0024
2026-01-01,30.074874660000003,SKU0025
2026-02-01,24.696008827458567,SKU0025
2026-03-01,19.837678406696053,SKU0025
2026-04-01,14.458812629164045,SKU0025
2026-05-01,9.253458713540416,SKU0025
2026-06-01,3.874593055370741,SKU0025
2026-07-01,-1.3307608073741066,SKU0025
2026-08-01,-6.70962646554378,SKU0025
2026-09-01,-12.088492123713458,SKU0025
2026-10-01,-17.293845986458305,SKU0025
2025-12-01,8.53681616,SKU0026
2026-01-01,8.059704303296705,SKU0026
2026-02-01,7.582592446143368,SKU0026
2026-03-01,7.151652704522104,SKU0026
2026-04-01,6.674540847873522,SKU0026
2026-05-01,6.212819696237558,SKU0026
2026-06-01,5.735707839547063,SKU0026
2026-07-01,5.2739866879110995,SKU0026
2026-08-01,4.796874831220604,SKU0026
2026-09-01,4.319762974530108,SKU0026
2026-01-01,9.169114050000001,SKU0027
2026-02-01,9.304042733543048,SKU0027
2026-03-01,9.425913796329258,SKU0027
2026-04-01,9.560842493514281,SKU0027
2026-05-01,9.691418644698517,SKU0027
2026-06-01,9.826347334255564,SKU0027
2026-07-01,9.956923485439804,SKU0027
2026-08-01,10.091852174996848,SKU0027
2026-09-01,10.226780864553895,SKU0027
2026-01-01,10.89303516,SKU0028
2026-02-01,10.135900391491713,SKU0028
2026-03-01,9.452036711995163,SKU0028
2026-04-01,8.694901916001436,SKU0028
2026-05-01,7.9621908220372095,SKU0028
2026-06-01,7.205056013000347,SKU0028
2026-07-01,6.472344907480803,SKU0028
2026-08-01,5.715210098443942,SKU0028
2026-09-01,4.958075289407078,SKU0028
2026-10-01,4.2253641838875335,SKU0028
2026-01-01,8.07207536,SKU0029
2026-02-01,7.899200709303867,SKU0029
2026-03-01,7.7430558633353455,SKU0029
2026-04-01,7.5701812128615495,SKU0029
2026-05-01,7.40288316445419,SKU0029
2026-06-01,7.230008514729961,SKU0029
2026-07-01,7.062710466609739,SKU0029
2026-08-01,6.889835816885511,SKU0029
2026-09-01,6.716961167161282,SKU0029
2026-10-01,6.54966311904106,SKU0029
2025-12-01,7.06583352,SKU0030
2026-01-01,7.154932557792453,SKU0030
2026-02-01,7.244031595412125,SKU0030
2026-03-01,7.324508145575681,SKU0030
2026-04-01,7.413607183285882,SKU0030
2026-05-01,7.499832058578977,SKU0030
2026-06-01,7.588931096385256,SKU0030
2026-07-01,7.675155971681656,SKU0030
2026-08-01,7.764255009487936,SKU0030
2026-09-01,7.853354047294215,SKU0030
2026-10-01,7.939578922590614,SKU0030
2025-12-01,3.827967,SKU0031
2026-01-01,4.8592083002830195,SKU0031
2026-02-01,5.89044960107882,SKU0031
2026-03-01,6.8218933571247975,SKU0031
2026-04-01,7.853134657793151,SKU0031
2026-06-01,9.882351413207358,SKU0031
2026-07-01,10.880326866689757,SKU0031
2026-08-01,11.911568168621566,SKU0031
2026-09-01,12.942809470553374,SKU0031
2026-10-01,13.940784924035773,SKU0031
2026-01-01,8.56799889,SKU0032
2026-02-01,7.881893871712707,SKU0032
2026-03-01,7.262186113346011,SKU0032
2026-04-01,6.576081095030945,SKU0032
2026-05-01,5.912108496690434,SKU0032
2026-06-01,5.226003478384442,SKU0032
2026-07-01,4.562030880023806,SKU0032
2026-08-01,3.8759258617178154,SKU0032
2026-09-01,3.189820843411824,SKU0032
2026-10-01,2.525848245051187,SKU0032
2025-12-01,4.6029819,SKU0033
2026-01-01,5.578061939150943,SKU0033
2026-03-01,7.433859430267062,SKU0033
2026-04-01,8.408939469122311,SKU0033
2026-05-01,9.352565312573489,SKU0033
2026-06-01,10.327645349844246,SKU0033
2026-07-01,11.271271192364336,SKU0033
2026-08-01,12.246351229635092,SKU0033
2026-09-01,13.221431266905851,SKU0033
2026-10-01,14.16505710942594,SKU0033
2025-12-01,6.73971648,SKU0034
2026-01-01,7.0665470643396215,SKU0034
2026-02-01,7.393377649879572,SKU0034
2026-03-01,7.688579469000738,SKU0034
2026-04-01,8.015410054018167,SKU0034
2026-05-01,8.331697717034531,SKU0034
2026-06-01,8.658528303265268,SKU0034
2026-07-01,8.974815967359527,SKU0034
2026-08-01,9.301646553590261,SKU0034
2026-09-01,9.628477139820998,SKU0034
2026-10-01,9.944764803915257,SKU0034
2026-01-01,7.69046712,SKU0035
2026-02-01,8.28920041607735,SKU0035
2026-03-01,8.829991780203484,SKU0035
2026-04-01,9.428725076704675,SKU0035
2026-05-01,10.008144396144816,SKU0035
2026-06-01,10.606877692551807,SKU0035
2026-07-01,11.18629701165535,SKU0035
2026-08-01,11.785030308062343,SKU0035
2026-09-01,12.383763604469335,SKU0035
2026-10-01,12.963182923572877,SKU0035
2026-01-01,9.828489860000001,SKU0036
2026-02-01,9.604144445966853,SKU0036
2026-03-01,9.401509879932917,SKU0036
2026-04-01,9.177164468401518,SKU0036
2026-05-01,8.960056005994183,SKU0036
2026-06-01,8.73571059467544,SKU0036
2026-07-01,8.518602132108917,SKU0036
2026-08-01,8.294256720790173,SKU0036
2026-09-01,8.069911309471433,SKU0036
2026-10-01,7.852802846904908,SKU0036
2025-12-01,5.97390015,SKU0037
2026-01-01,6.4168262929245286,SKU0037
2026-02-01,6.859752435763023,SKU0037
2026-03-01,7.259814757850426,SKU0037
2026-04-01,7.702740900437941,SKU0037
2026-05-01,8.131379103644395,SKU0037
2026-06-01,8.574305247832148,SKU0037
2026-07-01,9.002943451884814,SKU0037
2026-08-01,9.445869596072566,SKU0037
2026-09-01,9.888795740260319,SKU0037
2026-10-01,10.317433944312983,SKU0037
2025-12-01,6.58427724,SKU0038
2026-01-01,7.102259006603774,SKU0038
2026-02-01,7.62024077273896,SKU0038
2026-03-01,8.088095271202768,SKU0038
2026-04-01,8.606077037424498,SKU0038
2026-05-01,9.1073497148336,SKU0038
2026-06-01,9.62533148203636,SKU0038
2026-07-01,10.126604159974516,SKU0038
2026-08-01,10.644585927177276,SKU0038
2026-09-01,11.16256769438004,SKU0038
2026-10-01,11.663840372318194,SKU0038
2025-12-01,9.23553774,SKU0039
2026-01-01,9.749901429339621,SKU0039
2026-02-01,10.264265142283769,SKU0039
2026-03-01,10.728851747930946,SKU0039
2026-04-01,11.243215461947267,SKU0039
2026-05-01,11.740986830156245,SKU0039
2026-06-01,12.255350552994733,SKU0039
2026-07-01,12.753121897677142,SKU0039
2026-08-01,13.26748562051563,SKU0039
2026-09-01,13.78184934335412,SKU0039
2026-10-01,14.279620688036525,SKU0039
2026-01-01,6.7508982,SKU0040
2026-02-01,7.327487029723757,SKU0040
2026-03-01,7.84827694005876,SKU0040
2026-04-01,8.42486576852443,SKU0040
2026-05-01,8.982854958440294,SKU0040
2026-06-01,9.559443789792981,SKU0040
2026-07-01,10.117432981424614,SKU0040
2026-08-01,10.694021812777299,SKU0040
2026-09-01,11.270610644129988,SKU0040
2026-10-01,11.828599835761619,SKU0040
2025-12-01,15.030360540000002,SKU0041
2026-01-01,15.603782330801886,SKU0041
2026-02-01,16.177204122286575,SKU0041
2026-03-01,16.695133483014114,SKU0041
2026-04-01,17.26855527627624,SKU0041
2026-05-01,17.823479592383205,SKU0041
2026-06-01,18.396901384233338,SKU0041
2026-07-01,18.951825698927014,SKU0041
2026-08-01,19.525247490777147,SKU0041
2026-09-01,20.09866928262728,SKU0041
2026-10-01,20.653593597320953,SKU0041
2026-01-01,14.650005420000001,SKU0042
2026-03-01,11.122990296464089,SKU0042
2026-04-01,9.269812861470754,SKU0042
2026-05-01,7.476415337049957,SKU0042
2026-06-01,5.623237891574558,SKU0042
2026-07-01,3.8298403636951424,SKU0042
2026-08-01,1.9766629182197457,SKU0042
2026-09-01,0.12348547274434729,SKU0042
2026-10-01,-1.6699120551350688,SKU0042
2025-12-01,5.070894839999999,SKU0043
2026-01-01,4.974748676320754,SKU0043
2026-02-01,4.878602512095963,SKU0043
2026-03-01,4.791760815466249,SKU0043
2026-04-01,4.695614651412499,SKU0043
2026-05-01,4.6025699762941334,SKU0043
2026-06-01,4.506423812481001,SKU0043
2026-07-01,4.4133791378231315,SKU0043
2026-08-01,4.31723297401,SKU0043
2026-09-01,4.2210868101968675,SKU0043
2026-10-01,4.1280421355389985,SKU0043
2025-12-01,7.0618336,SKU0044
2026-01-01,6.679361495849056,SKU0044
2026-02-01,6.296889391052371,SKU0044
2026-03-01,5.951430716207291,SKU0044
2026-04-01,5.568958612657996,SKU0044
2026-05-01,5.198824318599999,SKU0044
2026-06-01,4.816352215549947,SKU0044
2026-07-01,4.446217922275704,SKU0044
2026-08-01,4.063745819225652,SKU0044
2026-09-01,3.6812737161756,SKU0044
2026-10-01,3.311139422901357,SKU0044
2025-12-01,7.4694234999999995,SKU0045
2026-01-01,7.186200811603773,SKU0045
2026-02-01,6.9029781249673015,SKU0045
2026-03-01,6.64716408475082,SKU0045
2026-04-01,6.363941399920387,SKU0045
2026-05-01,6.089854930201894,SKU0045
2026-06-01,5.806632246682253,SKU0045
2026-07-01,5.53254577876002,SKU0045
2026-08-01,5.249323095240379,SKU0045
2026-09-01,4.9661004117207375,SKU0045
2026-10-01,4.6920139437985044,SKU0045
2026-01-01,8.06140225,SKU0046
2026-02-01,8.382441321055248,SKU0046
2026-03-01,8.672412092094591,SKU0046
2026-04-01,8.993451156721093,SKU0046
2026-05-01,9.304134122574826,SKU0046
2026-06-01,9.625173181946995,SKU0046
2026-07-01,9.935856142629738,SKU0046
2026-08-01,10.256895202001907,SKU0046
2026-09-01,10.577934261374075,SKU0046
2026-10-01,10.888617222056817,SKU0046
2025-12-01,4.7390868,SKU0047
2026-01-01,6.019252417924529,SKU0047
2026-02-01,7.299418036035917,SKU0047
2026-03-01,8.455696658876018,SKU0047
2026-04-01,9.735862277198562,SKU0047
2026-05-01,10.974732230350865,SKU0047
2026-06-01,12.25489784913833,SKU0047
2026-07-01,13.493767802803617,SKU0047
2026-08-01,14.77393342159108,SKU0047
2026-09-01,16.05409904037855,SKU0047
2026-10-01,17.292968994043832,SKU0047
2026-01-01,1.43817141,SKU0048
2026-02-01,3.525696918013245,SKU0048
2026-03-01,5.411203822651186,SKU0048
2026-04-01,7.4987293405859905,SKU0048
2026-05-01,9.518915329078462,SKU0048
2026-06-01,11.606440850520682,SKU0048
2026-07-01,13.626626839013152,SKU0048
2026-08-01,15.714152360455376,SKU0048
2026-09-01,17.801677881897596,SKU0048
2025-12-01,11.54769888,SKU0049
2026-01-01,11.277023187169812,SKU0049
2026-02-01,11.006347494013099,SKU0049
2026-03-01,10.761866219762831,SKU0049
2026-04-01,10.491190522556746,SKU0049
2026-05-01,10.229246296277273,SKU0049
2026-06-01,9.958570593394626,SKU0049
2026-07-01,9.696626364798515,SKU0049
2026-08-01,9.42595066191587,SKU0049
2026-09-01,9.155274959033221,SKU0049
2026-10-01,8.893330730437112,SKU0049
2026-01-01,12.54459903,SKU0050
2026-02-01,12.209216288232044,SKU0050
2026-03-01,11.906289941017278,SKU0050
2026-04-01,11.570907199414243,SKU0050
2026-05-01,11.246343255850485,SKU0050
2026-06-01,10.91096051420164,SKU0050
2026-07-01,10.586396570670502,SKU0050
2026-08-01,10.251013829021659,SKU0050
2026-09-01,9.915631087372812,SKU0050
2026-10-01,9.591067143841673,SKU0050
2025-12-01,11.0276802,SKU0051
2026-01-01,10.653662948113208,SKU0051
2026-02-01,10.279645215497776,SKU0051
2026-03-01,9.941822739273364,SKU0051
2026-04-01,9.567805005367218,SKU0051
2026-05-01,9.205852363871132,SKU0051
2026-06-01,8.831834635517943,SKU0051
2026-07-01,8.469881995176147,SKU0051
2026-08-01,8.095864266822959,SKU0051
2026-09-01,7.721846538469768,SKU0051
2026-10-01,7.3598938981279725,SKU0051
2025-12-01,20.27490398,SKU0052
2026-01-01,19.243241263962265,SKU0052
2026-02-01,18.211578545194218,SKU0052
2026-03-01,17.27975415272803,SKU0052
2026-04-01,16.248091434114844,SKU0052
2026-05-01,15.249708159781745,SKU0052
2026-06-01,14.218045439743099,SKU0052
2026-07-01,13.219662162286347,SKU0052
2026-08-01,12.187999442247705,SKU0052
2026-09-01,11.156336722209058,SKU0052
2026-10-01,10.157953444752307,SKU0052
2025-12-01,3.490091,SKU0053
2026-01-01,5.321671223584906,SKU0053
2026-02-01,7.153251447396944,SKU0053
2026-03-01,8.807581970851734,SKU0053
2026-04-01,10.639162193741253,SKU0053
2026-05-01,12.411659182748846,SKU0053
2026-06-01,14.243239402352462,SKU0053
2026-07-01,16.015736389065637,SKU0053
2026-08-01,17.84731660866925,SKU0053
2026-09-01,19.678896828272862,SKU0053
2026-10-01,21.451393814986037,SKU0053
2026-01-01,12.106896,SKU0054
2026-02-01,11.03822292243094,SKU0054
2026-03-01,10.072969820254544,SKU0054
2026-04-01,9.004296743897667,SKU0054
2026-05-01,7.9700969928669805,SKU0054
2026-06-01,6.90142391728952,SKU0054
2026-07-01,5.867224166730687,SKU0054
2026-08-01,4.798551091153228,SKU0054
2026-09-01,3.7298780155757676,SKU0054
2026-10-01,2.6956782650169338,SKU0054
2025-12-01,7.53063232,SKU0055
2026-01-01,7.674957564754717,SKU0055
2026-02-01,7.819282811094043,SKU0055
2026-03-01,7.949641098386407,SKU0055
2026-05-01,8.23363593973004,SKU0055
2026-06-01,8.377961185958151,SKU0055
2026-07-01,8.51763077908213,SKU0055
2026-08-01,8.661956025310243,SKU0055
2026-09-01,8.806281271538353,SKU0055
2026-10-01,8.945950864662333,SKU0055
2025-12-01,5.27283614,SKU0056
2026-01-01,5.630924185188679,SKU0056
2026-02-01,5.989012230463373,SKU0056
2026-03-01,6.312446594001041,SKU0056
2026-04-01,6.670534639207469,SKU0056
2026-05-01,7.017071456836752,SKU0056
2026-06-01,7.375159501559577,SKU0056
2026-07-01,7.721696319033278,SKU0056
2026-08-01,8.079784363756103,SKU0056
2026-09-01,8.437872408478928,SKU0056
2026-10-01,8.78440922595263,SKU0056
2026-01-01,16.3304688,SKU0057
2026-02-01,13.911402728839779,SKU0057
2026-03-01,11.72643982712312,SKU0057
2026-04-01,9.307373758513332,SKU0057
2026-05-01,6.96634207243865,SKU0057
2026-06-01,4.547275994503323,SKU0057
2026-07-01,2.2062443061788137,SKU0057
2026-08-01,-0.21282177175651285,SKU0057
2026-09-01,-2.6318878496918394,SKU0057
2026-10-01,-4.972919538016349,SKU0057
2026-01-01,4.5706815,SKU0058
2026-02-01,7.766843328729282,SKU0058
2026-03-01,10.653699215042264,SKU0058
2026-04-01,13.84986096868227,SKU0058
2026-05-01,16.942920697936128,SKU0058
2026-06-01,20.139082361469985,SKU0058
2026-07-01,23.232142035857585,SKU0058
2026-08-01,26.42830369939144,SKU0058
2026-09-01,29.624465362925292,SKU0058
2026-10-01,32.717525037312896,SKU0058
2026-01-01,12.5344882,SKU0059
2026-02-01,11.124650503867404,SKU0059
2026-03-01,9.85124871339457,SKU0059
2026-04-01,8.441411015376554,SKU0059
2026-05-01,7.077051954731962,SKU0059
2026-06-01,5.667214257350856,SKU0059
2026-07-01,4.30285519536914,SKU0059
2026-08-01,2.8930174979880343,SKU0059
2026-09-01,1.4831798006069263,SKU0059
2026-10-01,0.11882073862521159,SKU0059
2025-12-01,7.963148899999999,SKU0060
2026-01-01,8.339087151698113,SKU0060
2026-02-01,8.71502540332956,SKU0060
2026-03-01,9.054582533762687,SKU0060
2026-04-01,9.430520785544994,SKU0060
2026-05-01,9.794331996849923,SKU0060
2026-06-01,10.170270248908333,SKU0060
2026-07-01,10.53408146057776,SKU0060
2026-08-01,10.910019712636167,SKU0060
2026-09-01,11.285957964694576,SKU0060
2026-10-01,11.649769176364002,SKU0060
2026-01-01,27.587858920000002,SKU0061
2026-02-01,22.951911080397352,SKU0061
2026-03-01,18.76460332658942,SKU0061
2026-04-01,14.128655505066437,SKU0061
2026-05-01,9.642254362843287,SKU0061
2026-06-01,5.0063065158793645,SKU0061
2026-07-01,0.5199053736562147,SKU0061
2026-08-01,-4.116042473307712,SKU0061
2026-09-01,-8.751990320271632,SKU0061
2025-12-01,8.11934064,SKU0062
2026-01-01,8.668114548679245,SKU0062
2026-02-01,9.216888457415905,SKU0062
2026-03-01,9.712555215980638,SKU0062
2026-04-01,10.261329125766238,SKU0062
2026-05-01,10.792400648558829,SKU0062
2026-06-01,11.341174555208775,SKU0062
2026-07-01,11.87224607777324,SKU0062
2026-08-01,12.421019984423191,SKU0062
2026-09-01,12.969793891073142,SKU0062
2026-10-01,13.500865413637605,SKU0062
2026-01-01,9.358115,SKU0063
2026-02-01,9.177659150127074,SKU0063
2026-03-01,9.014666769435397,SKU0063
2026-04-01,8.834210919440649,SKU0063
2026-05-01,8.659576225864273,SKU0063
2026-06-01,8.479120376031611,SKU0063
2026-07-01,8.304485682645165,SKU0063
2026-08-01,8.124029832812504,SKU0063
2026-09-01,7.943573982979842,SKU0063
2026-10-01,7.768939289593395,SKU0063
2025-12-01,9.03394102,SKU0064
2026-01-01,9.24219874538679,SKU0064
2026-02-01,9.450456471337148,SKU0064
2026-03-01,9.638560224940763,SKU0064
2026-04-01,9.846817952951662,SKU0064
2026-05-01,10.048357690043414,SKU0064
2026-06-01,10.25661541667141,SKU0064
2026-07-01,10.458155152117858,SKU0064
2026-08-01,10.666412878745852,SKU0064
2026-09-01,10.874670605373847,SKU0064
2026-10-01,11.076210340820294,SKU0064
2025-12-01,4.14671424,SKU0065
2026-01-01,5.4529601169811315,SKU0065
2026-02-01,6.759205997101507,SKU0065
2026-03-01,7.9390409902518995,SKU0065
2026-04-01,9.245286870217512,SKU0065
2026-05-01,10.509395781206809,SKU0065
2026-06-01,11.815641655964107,SKU0065
2026-07-01,13.079750567019556,SKU0065
2026-08-01,14.385996441776854,SKU0065
2026-09-01,15.692242316534152,SKU0065
2026-10-01,16.9563512275896,SKU0065
2025-12-01,2.16880896,SKU0066
2026-01-01,3.6577889855188674,SKU0066
